Sample;solar_local;DOY.dayfraction;SZA (deg);SAA (deg);COS(SZA);Qs quality_WR_stability (% var from wr0 to wr1);Ql quality_WR_level (avg wr/dc);Qd quality_WR_S_difference (avg wr/s);Qh quality_WR (1 if max(wr1) and max(wr2) > 5/8 * sat value);Qsat quality_WR (1 if wr1 and wr 2 are not saturated);totalQ (1 if Qs,Ql,Qd,Qh are ok, Qsat&Qcal excluded);Qwl_cal (111 if all abs are well positioned);wl of min L(Ha);wl of min L(O2B);wl of min L(O2A);Lin@400nm;Lin@500nm;Lin@600nm;Lin@680nm;Lin@O2-B;Lin@700nm;Lin@747.5 same as CF;Lin@753_broad;Lin@O2-A;Lin@800nm;Lin@890nm;Lin@990nm;PRI;R531;R570;Lin@643;CF@F656;NF@F656;Lin@680;CF@F687;NF@F687;Lin@753;CF@F760;NF@F760;R680;R800;SR(800,680);ND(800,680);ND(750,705);SIPI(800,680,445);PSRI(680,500,750);NPQI(415,435);TVI(800,550,680);SR(740,720);GRI;SAVI;MSAVI;OSAVI;MTCI;RVI;WDVI;EVI;GEMI;BI;R_blu_MODIS;R_green_MODIS;R_nir_MODIS;R_rep_MERIS;R_nir_MERIS;WI(900,970);ND(410,710);ND(530,570);ND(550,410);ND(720,420);ND(542,550);WC_R/(R+G+B);WC_G/(R+G+B);WC_B/(R+G+B);WC_GEI=2*G-(R+B);PPFDsum(umol m-2s-1);PPFDinteg(umol m-2s-1);fAPAR+fTPAR sum(umol m-2s-1);fAPAR+fTPAR^2*Rsoil integ(umol m-2s-1);n of Nan in Wr;% of Nan in Wr;n of Nan in S;% of Nan in S;
h120090613%0.064;11:38;164.48505;22.124794;154.46009;0.92636574;1.0943556;6.8006211;5.6344589;1.0000000;1.0000000;1.0000000;000;656.08000;687.04000;760.24000;0.32306924;0.45028061;0.43463539;0.41003055;0.31371730;0.36417531;0.36173819;0.35799918;0.093934945;0.31348767;0.29474606;0.24668863;0.028224896;0.053364766;0.050435027;0.41891232;-0.0011180862;-0.0026690219;0.41003055;0.0038698195;0.0094378810;0.35799918;0.0022621022;0.0063187357;0.019536576;0.54108593;27.696048;0.93030399;0.69632156;0.92709559;-0.0053267463;-0.073788114;33.036594;2.0680349;8.6549252;0.74035852;0.84574707;0.84316727;4.1634934;27.961264;0.52565045;0.70207941;0.99781354;1.1112442;0.021566179;0.061357245;#N/D;0.11450821;0.50342191;0.75636986;-0.76148505;-0.095431930;0.57488605;0.83612119;-0.020023637;0.18477195;0.53516198;0.28006607;0.028907607;1823.6483;1824.0798;0.96870576;0.96869061;55;1;55;1;
