rsdt,rddt
0.06304043515722153,0.04962482526675933
0.06251668637012495,0.04893993956634090
0.06203542873152838,0.04831459948230911
0.06165714554892085,0.04783432838486374
0.06135970500244187,0.04748449335940755
0.06115259426335723,0.04724773873100623
0.06100854134645303,0.04710138675031764
0.06088063942149445,0.04697762040028104
0.06076838632950415,0.04687503014314405
0.06066619555432067,0.04678773046831056
0.06054400859493728,0.04667272546986205
0.06041099392013218,0.04654257011927547
0.06030508825476574,0.04644961818650115
0.06023459542152995,0.04640756900839119
0.06017812537721035,0.04638449512409784
0.06011649402500404,0.04635536863867075
0.06006636936925600,0.04634230599475667
0.06001692244620432,0.04633098052257091
0.05997042498594860,0.04632396772514118
0.05990440129517964,0.04630496688958543
0.05985374686773145,0.04629113030403587
0.05976225290904315,0.04623640730096482
0.05965789636593157,0.04617867601749297
0.05955769888181985,0.04612702367878561
0.05947712914284239,0.04610332945417529
0.05941961526897176,0.04609527915793946
0.05936241359589969,0.04607261809374046
0.05928136928349074,0.04601885030361412
0.05919085918114736,0.04596780819923643
0.05913254607578223,0.04594503612285690
0.05906098669727700,0.04590438049102510
0.05900118443812145,0.04586433088857214
0.05895429285866156,0.04584166722605111
0.05891003312524561,0.04582362635959157
0.05886410597995739,0.04580390216409645
0.05881816314000331,0.04578492085390850
0.05877413189586837,0.04576874707518919
0.05870989145975179,0.04574111214423506
0.05866864306007868,0.04573055019289807
0.05863195425652919,0.04572666908519112
0.05860818572458187,0.04574095409812901
0.05866944445461719,0.04582760365529222
0.05873346690651429,0.04591973584706598
0.05879784971615262,0.04601230192627948
0.05886744521151671,0.04611388309277736
0.05892949104643013,0.04622084302334578
0.05902863491406685,0.04634947031667216
0.05911299229937989,0.04647362515957974
0.05923989327227856,0.04664224379450428
0.05938167803803571,0.04683292820945374
0.05951033503956489,0.04702211394187503
0.05967031733546651,0.04723925207243623
0.05984974608754672,0.04748483313524715
0.06001423433211337,0.04772546405256837
0.06019646550601118,0.04797504716337508
0.06037695725793310,0.04822179126464000
0.06055922874671350,0.04847148449277970
0.06077368295510755,0.04874945346282141
0.06094932765148257,0.04898835924633341
0.06113258084610501,0.04922180874445067
0.06127885100147366,0.04941829122881991
0.06142775610892151,0.04960232195350656
0.06153146674474037,0.04973849657129381
0.06165021884850291,0.04987931439845039
0.06175027870446840,0.05001015569817896
0.06188386899064791,0.05017199596548302
0.06201117676571215,0.05032341097409188
0.06211948574355363,0.05044840064452408
0.06219801710640976,0.05054697872946429
0.06230803824339180,0.05067223197090073
0.06241252118435049,0.05079025958245957
0.06249747019397250,0.05087977404380714
0.06258185178711923,0.05096915518435516
0.06267622006250972,0.05107201694675276
0.06276755390411859,0.05117053258952473
0.06287660180029124,0.05127751029513689
0.06296534852306643,0.05137160743115501
0.06308138951456076,0.05150512263272988
0.06319586066445145,0.05163636076819239
0.06330656306706002,0.05176220958220740
0.06343291176272380,0.05191090164624356
0.06361437962592591,0.05212103025064654
0.06379803297562760,0.05235216635542275
0.06399349794424727,0.05259990274568414
0.06424307076275002,0.05290883703643703
0.06450802515306982,0.05325591168639147
0.06481156197896971,0.05365935303302916
0.06518291148743731,0.05414231637812962
0.06559322795251196,0.05469709212147884
0.06607046314683678,0.05534776532808824
0.06660215233449124,0.05607515828984103
0.06723916148125328,0.05691815478075483
0.06794691683915155,0.05786099580295570
0.06875991416372126,0.05893523108621293
0.06962095043053505,0.06009282174915867
0.07056679601642986,0.06136928803531552
0.07161113051550597,0.06278275769166325
0.07278132267714740,0.06435444983772176
0.07404729558186576,0.06605867256623839
0.07538330814087382,0.06785938735863371
0.07680305469720938,0.06979230671484997
0.07839581441217612,0.07191412155198212
0.08008977505483078,0.07419086092352836
0.08192588001481158,0.07664528566078920
0.08386287186167829,0.07925463828548811
0.08593478590746542,0.08202994109517137
0.08811327153646587,0.08498384078761018
0.09043242058922188,0.08812710614011635
0.09284441474507106,0.09139546478677321
0.09542178205979154,0.09486896211848618
0.09808427676233353,0.09847257660265812
0.1008572562980458,0.1022400905446010
0.1037682910058196,0.1061927133265150
0.1067978974393024,0.1102841935185909
0.1098340314241136,0.1143963874106709
0.1129686423329405,0.1186360211615493
