WaveLenght (nm)	Skylarr
397.42	0.486180326
397.43	0.486163123
397.44	0.486144714
397.45	0.486125609
397.46	0.486108351
397.47	0.486089307
397.48	0.486070428
397.49	0.4860518
397.5	0.486032876
397.51	0.486013137
397.52	0.485993845
397.53	0.485973494
397.54	0.485953112
397.55	0.485932697
397.56	0.485911277
397.57	0.485889544
397.58	0.485867358
397.59	0.485846337
397.6	0.485824864
397.61	0.485804698
397.62	0.485783887
397.63	0.48576522
397.64	0.485746579
397.65	0.485728519
397.66	0.485710814
397.67	0.485693585
397.68	0.485676764
397.69	0.485659412
397.7	0.485642675
397.71	0.485625539
397.72	0.485607895
397.73	0.485589225
397.74	0.485569842
397.75	0.485550047
397.76	0.485529976
397.77	0.485508611
397.78	0.485487501
397.79	0.485466688
397.8	0.485446051
397.81	0.485426341
397.82	0.485406427
397.83	0.485387756
397.84	0.48536934
397.85	0.485350998
397.86	0.485331935
397.87	0.485314065
397.88	0.485294602
397.89	0.485275548
397.9	0.485255921
397.91	0.485235888
397.92	0.4852149
397.93	0.48519516
397.94	0.485175532
397.95	0.485156567
397.96	0.485137931
397.97	0.485119505
397.98	0.485101789
397.99	0.485083023
398	0.485065271
398.01	0.485047279
398.02	0.485028443
398.03	0.485009376
398.04	0.484990001
398.05	0.484969835
398.06	0.484949691
398.07	0.484929453
398.08	0.484909748
398.09	0.484890149
398.1	0.484871025
398.11	0.484852199
398.12	0.484834141
398.13	0.4848162
398.14	0.484798697
398.15	0.484781085
398.16	0.484763521
398.17	0.484745703
398.18	0.484728317
398.19	0.484711044
398.2	0.484693101
398.21	0.484675147
398.22	0.484657395
398.23	0.484639007
398.24	0.484619805
398.25	0.484600272
398.26	0.484580729
398.27	0.4845595
398.28	0.484537796
398.29	0.484516813
398.3	0.484494735
398.31	0.484473305
398.32	0.484451957
398.33	0.48443158
398.34	0.484412269
398.35	0.484392779
398.36	0.484373621
398.37	0.484355748
398.38	0.484336703
398.39	0.484318666
398.4	0.484300694
398.41	0.484282583
398.42	0.484264753
398.43	0.484247182
398.44	0.484229785
398.45	0.484212266
398.46	0.484194357
398.47	0.484176399
398.48	0.484158527
398.49	0.484139362
398.5	0.484120325
398.51	0.484100171
398.52	0.484079553
398.53	0.484059554
398.54	0.484039859
398.55	0.484019971
398.56	0.484000935
398.57	0.48398236
398.58	0.483963944
398.59	0.483946383
398.6	0.483928163
398.61	0.483910211
398.62	0.483892221
398.63	0.483873311
398.64	0.483855035
398.65	0.483836332
398.66	0.483818364
398.67	0.483799969
398.68	0.483782268
398.69	0.483764632
398.7	0.483747582
398.71	0.483730737
398.72	0.483713352
398.73	0.483695799
398.74	0.483677775
398.75	0.483658876
398.76	0.483639272
398.77	0.48361885
398.78	0.483598191
398.79	0.483576866
398.8	0.483555705
398.81	0.483535304
398.82	0.483514773
398.83	0.483495242
398.84	0.483476035
398.85	0.483457355
398.86	0.48343918
398.87	0.483421475
398.88	0.483403677
398.89	0.48338567
398.9	0.483368378
398.91	0.483350536
398.92	0.483332552
398.93	0.483314334
398.94	0.483295998
398.95	0.483277588
398.96	0.483259493
398.97	0.483242325
398.98	0.483225047
398.99	0.483208741
399	0.483192497
399.01	0.483176278
399.02	0.483160465
399.03	0.483143636
399.04	0.483126912
399.05	0.48310959
399.06	0.48308984
399.07	0.483069347
399.08	0.483047045
399.09	0.48302369
399.1	0.482998754
399.11	0.482974854
399.12	0.48295146
399.13	0.482929473
399.14	0.482908515
399.15	0.482889169
399.16	0.482871705
399.17	0.482854124
399.18	0.482836771
399.19	0.482819904
399.2	0.482802881
399.21	0.482784979
399.22	0.482766456
399.23	0.482748209
399.24	0.482728889
399.25	0.482709887
399.26	0.482690288
399.27	0.482671203
399.28	0.482652473
399.29	0.482633813
399.3	0.482615396
399.31	0.482597293
399.32	0.482578984
399.33	0.482560447
399.34	0.482541125
399.35	0.482522233
399.36	0.482501929
399.37	0.482481851
399.38	0.482461839
399.39	0.482441591
399.4	0.482422648
399.41	0.482403702
399.42	0.482385444
399.43	0.482367891
399.44	0.482351196
399.45	0.482334499
399.46	0.482318203
399.47	0.482301084
399.48	0.482283668
399.49	0.482265305
399.5	0.482245765
399.51	0.482225706
399.52	0.48220507
399.53	0.482183721
399.54	0.482162807
399.55	0.482141851
399.56	0.482121284
399.57	0.482101786
399.58	0.482082834
399.59	0.482064428
399.6	0.48204557
399.61	0.482027151
399.62	0.482008244
399.63	0.481989776
399.64	0.48197125
399.65	0.481951736
399.66	0.481931521
399.67	0.481912286
399.68	0.481892403
399.69	0.481872821
399.7	0.481853794
399.71	0.481834976
399.72	0.481816315
399.73	0.481797608
399.74	0.481779505
399.75	0.481761791
399.76	0.481743249
399.77	0.48172506
399.78	0.481706847
399.79	0.481688599
399.8	0.481669772
399.81	0.481650645
399.82	0.48163092
399.83	0.481611087
399.84	0.481590478
399.85	0.481570629
399.86	0.481550363
399.87	0.481529945
399.88	0.481509739
399.89	0.481489849
399.9	0.481470236
399.91	0.481450784
399.92	0.481432393
399.93	0.481413906
399.94	0.481395523
399.95	0.481376288
399.96	0.481357445
399.97	0.481338212
399.98	0.481319021
399.99	0.481299522
400	0.481279784
400.01	0.481260322
400.02	0.481241262
400.03	0.481223152
400.04	0.481205395
400.05	0.481188169
400.06	0.481171228
400.07	0.481154392
400.08	0.481137976
400.09	0.481121196
400.1	0.481104702
400.11	0.481087152
400.12	0.481069264
400.13	0.481050977
400.14	0.481031458
400.15	0.481012884
400.16	0.480993498
400.17	0.480973519
400.18	0.48095422
400.19	0.480935011
400.2	0.480915861
400.21	0.48089744
400.22	0.480878401
400.23	0.480858931
400.24	0.480839811
400.25	0.480820564
400.26	0.480800985
400.27	0.480781209
400.28	0.480761939
400.29	0.480742704
400.3	0.480723437
400.31	0.480704233
400.32	0.480685538
400.33	0.480667452
400.34	0.480649251
400.35	0.48063155
400.36	0.480613877
400.37	0.480595858
400.38	0.480578435
400.39	0.480560992
400.4	0.480543548
400.41	0.480526446
400.42	0.480508835
400.43	0.48049126
400.44	0.480473566
400.45	0.480455129
400.46	0.480436275
400.47	0.48041745
400.48	0.480398311
400.49	0.480380012
400.5	0.480361496
400.51	0.480343702
400.52	0.480326566
400.53	0.480310629
400.54	0.480295529
400.55	0.480280657
400.56	0.480265547
400.57	0.48025087
400.58	0.48023533
400.59	0.480218379
400.6	0.480198875
400.61	0.480177069
400.62	0.480152447
400.63	0.48012547
400.64	0.480098669
400.65	0.480072034
400.66	0.480048055
400.67	0.480025966
400.68	0.480006767
400.69	0.479989308
400.7	0.479973178
400.71	0.479957843
400.72	0.479942818
400.73	0.479927188
400.74	0.479910985
400.75	0.479894095
400.76	0.479876164
400.77	0.479857831
400.78	0.479837936
400.79	0.479817901
400.8	0.479798141
400.81	0.47977774
400.82	0.479758146
400.83	0.479739087
400.84	0.479720391
400.85	0.47970237
400.86	0.479684006
400.87	0.479666486
400.88	0.479648866
400.89	0.47963107
400.9	0.47961398
400.91	0.479596402
400.92	0.479578486
400.93	0.479560686
400.94	0.479542281
400.95	0.4795238
400.96	0.479506012
400.97	0.479488036
400.98	0.479470139
400.99	0.479452175
401	0.479434615
401.01	0.4794166
401.02	0.479398922
401.03	0.479380883
401.04	0.479362101
401.05	0.479343054
401.06	0.479324019
401.07	0.479304023
401.08	0.479284238
401.09	0.479263913
401.1	0.479244072
401.11	0.47922441
401.12	0.47920566
401.13	0.479187072
401.14	0.479169708
401.15	0.479152683
401.16	0.479135422
401.17	0.479119304
401.18	0.479102753
401.19	0.479086429
401.2	0.479070065
401.21	0.479052713
401.22	0.479035597
401.23	0.479017325
401.24	0.478999478
401.25	0.478981656
401.26	0.47896326
401.27	0.478944881
401.28	0.478925686
401.29	0.478906248
401.3	0.478886282
401.31	0.478865451
401.32	0.478844664
401.33	0.478823028
401.34	0.478801279
401.35	0.478780118
401.36	0.478759431
401.37	0.478739945
401.38	0.478721231
401.39	0.478703875
401.4	0.478687
401.41	0.478671243
401.42	0.478654825
401.43	0.478639112
401.44	0.478622383
401.45	0.478606154
401.46	0.478589234
401.47	0.478571702
401.48	0.478553653
401.49	0.478534657
401.5	0.478515521
401.51	0.478495906
401.52	0.478475994
401.53	0.478456
401.54	0.478436172
401.55	0.478416314
401.56	0.478396465
401.57	0.478376739
401.58	0.478357691
401.59	0.478338769
401.6	0.478320767
401.61	0.478302518
401.62	0.478285384
401.63	0.478268001
401.64	0.478250952
401.65	0.478234218
401.66	0.478217421
401.67	0.478200892
401.68	0.478184047
401.69	0.478166708
401.7	0.478149659
401.71	0.478132352
401.72	0.478114725
401.73	0.478096351
401.74	0.47807802
401.75	0.478059592
401.76	0.478040726
401.77	0.478021499
401.78	0.478002576
401.79	0.477982964
401.8	0.477964143
401.81	0.477945432
401.82	0.477926798
401.83	0.477908763
401.84	0.477889919
401.85	0.477871854
401.86	0.477852947
401.87	0.477834222
401.88	0.477814418
401.89	0.477794151
401.9	0.477774171
401.91	0.477753018
401.92	0.47773286
401.93	0.477713174
401.94	0.477694189
401.95	0.477676098
401.96	0.477658606
401.97	0.477641681
401.98	0.477625148
401.99	0.477608434
402	0.477592185
402.01	0.477575564
402.02	0.477558883
402.03	0.477542204
402.04	0.477524679
402.05	0.477507567
402.06	0.477489843
402.07	0.477471649
402.08	0.477453585
402.09	0.477435312
402.1	0.477417447
402.11	0.477398358
402.12	0.477379232
402.13	0.47735971
402.14	0.47734029
402.15	0.477320627
402.16	0.477300625
402.17	0.477280856
402.18	0.477261742
402.19	0.477243197
402.2	0.477225977
402.21	0.477208688
402.22	0.477192201
402.23	0.477175635
402.24	0.477158837
402.25	0.477141824
402.26	0.477124583
402.27	0.477106814
402.28	0.477088303
402.29	0.477068905
402.3	0.477049332
402.31	0.477029527
402.32	0.477010443
402.33	0.476991032
402.34	0.476972221
402.35	0.476953095
402.36	0.476935254
402.37	0.476917597
402.38	0.476900369
402.39	0.476883041
402.4	0.476865618
402.41	0.476848951
402.42	0.47683175
402.43	0.476814411
402.44	0.476796974
402.45	0.476779512
402.46	0.476761806
402.47	0.476744144
402.48	0.476725285
402.49	0.4767068
402.5	0.476687872
402.51	0.476669678
402.52	0.476650967
402.53	0.476631422
402.54	0.476612171
402.55	0.476593015
402.56	0.476573083
402.57	0.476553488
402.58	0.476533166
402.59	0.476513226
402.6	0.47649265
402.61	0.476472522
402.62	0.476452954
402.63	0.476434339
402.64	0.476416243
402.65	0.476399257
402.66	0.476382338
402.67	0.476365658
402.68	0.476348916
402.69	0.476332726
402.7	0.476316345
402.71	0.476299727
402.72	0.476283137
402.73	0.476264775
402.74	0.476246849
402.75	0.476228229
402.76	0.476209263
402.77	0.47618996
402.78	0.476170497
402.79	0.476150996
402.8	0.476131829
402.81	0.476112405
402.82	0.476093012
402.83	0.476074259
402.84	0.476055681
402.85	0.476037327
402.86	0.476018848
402.87	0.476000184
402.88	0.475981959
402.89	0.475963554
402.9	0.475944542
402.91	0.475925672
402.92	0.475906211
402.93	0.475887357
402.94	0.475868245
402.95	0.47584997
402.96	0.47583208
402.97	0.475814839
402.98	0.475797872
402.99	0.475781019
403	0.475764684
403.01	0.475748825
403.02	0.475732845
403.03	0.475716446
403.04	0.475700183
403.05	0.475683644
403.06	0.475666677
403.07	0.475650296
403.08	0.475633426
403.09	0.475616719
403.1	0.475599724
403.11	0.475583728
403.12	0.475566472
403.13	0.475549295
403.14	0.475531009
403.15	0.47551168
403.16	0.475490066
403.17	0.47546751
403.18	0.475443344
403.19	0.475419483
403.2	0.475395179
403.21	0.475371335
403.22	0.475349271
403.23	0.47532888
403.24	0.475309195
403.25	0.475291815
403.26	0.475274843
403.27	0.475257729
403.28	0.475241954
403.29	0.475226188
403.3	0.475210558
403.31	0.475195368
403.32	0.475180101
403.33	0.475164391
403.34	0.475148371
403.35	0.475132672
403.36	0.475115799
403.37	0.475097663
403.38	0.475079168
403.39	0.475058654
403.4	0.475037459
403.41	0.475015412
403.42	0.474994339
403.43	0.474973476
403.44	0.474953326
403.45	0.474934649
403.46	0.474916604
403.47	0.474900427
403.48	0.47488415
403.49	0.474869037
403.5	0.474852691
403.51	0.474835904
403.52	0.474817789
403.53	0.474798329
403.54	0.474778451
403.55	0.474757786
403.56	0.474736743
403.57	0.474715549
403.58	0.474695942
403.59	0.474676237
403.6	0.474657793
403.61	0.474640401
403.62	0.474623146
403.63	0.474606297
403.64	0.474589343
403.65	0.474571768
403.66	0.474553883
403.67	0.474535418
403.68	0.47451635
403.69	0.474497678
403.7	0.474478329
403.71	0.474458937
403.72	0.474439499
403.73	0.474420794
403.74	0.474401915
403.75	0.474382903
403.76	0.474364595
403.77	0.474346057
403.78	0.474327751
403.79	0.47430927
403.8	0.474291049
403.81	0.474273342
403.82	0.474255967
403.83	0.47423867
403.84	0.474221545
403.85	0.474204993
403.86	0.474188455
403.87	0.474171673
403.88	0.474154993
403.89	0.474137621
403.9	0.474119829
403.91	0.474101617
403.92	0.474082602
403.93	0.474063626
403.94	0.474043204
403.95	0.474023195
403.96	0.474003316
403.97	0.473983339
403.98	0.47396435
403.99	0.473945564
404	0.473928062
404.01	0.4739107
404.02	0.4738942
404.03	0.473878315
404.04	0.473862438
404.05	0.473846895
404.06	0.47383082
404.07	0.473814804
404.08	0.473798533
404.09	0.473781839
404.1	0.473763823
404.11	0.473746223
404.12	0.473727556
404.13	0.473708268
404.14	0.473688066
404.15	0.473668009
404.16	0.473647225
404.17	0.473627416
404.18	0.473607029
404.19	0.473587203
404.2	0.473566986
404.21	0.473548007
404.22	0.473529092
404.23	0.473511071
404.24	0.473492369
404.25	0.473474031
404.26	0.4734555
404.27	0.473437676
404.28	0.473419329
404.29	0.473401344
404.3	0.473383136
404.31	0.473365859
404.32	0.473348811
404.33	0.473331997
404.34	0.473314948
404.35	0.47329825
404.36	0.473281735
404.37	0.473265483
404.38	0.473248759
404.39	0.473231814
404.4	0.473214771
404.41	0.473197461
404.42	0.47317935
404.43	0.473161452
404.44	0.473143417
404.45	0.473124756
404.46	0.473106598
404.47	0.473087846
404.48	0.473069821
404.49	0.473051152
404.5	0.473032771
404.51	0.473014788
404.52	0.472996603
404.53	0.472978919
404.54	0.472960506
404.55	0.472942969
404.56	0.472925897
404.57	0.472908837
404.58	0.472893289
404.59	0.472876928
404.6	0.472861692
404.61	0.472847042
404.62	0.472832104
404.63	0.472815474
404.64	0.472799127
404.65	0.472778989
404.66	0.472757259
404.67	0.47273279
404.68	0.4727051
404.69	0.472676498
404.7	0.472647961
404.71	0.472620262
404.72	0.472597969
404.73	0.472577307
404.74	0.472559347
404.75	0.472543789
404.76	0.472528724
404.77	0.472514295
404.78	0.472500689
404.79	0.472486123
404.8	0.472471548
404.81	0.472455631
404.82	0.472439597
404.83	0.472423245
404.84	0.472406595
404.85	0.472389067
404.86	0.472371683
404.87	0.472354644
404.88	0.472337371
404.89	0.472320569
404.9	0.472303086
404.91	0.472285843
404.92	0.472268897
404.93	0.472251413
404.94	0.472234227
404.95	0.472216269
404.96	0.472198229
404.97	0.472179394
404.98	0.472160445
404.99	0.472141806
405	0.47212272
405.01	0.472103569
405.02	0.472083841
405.03	0.472064277
405.04	0.47204436
405.05	0.472025055
405.06	0.472005179
405.07	0.471985792
405.08	0.471966618
405.09	0.47194731
405.1	0.471929301
405.11	0.471911492
405.12	0.471893839
405.13	0.471876994
405.14	0.47186041
405.15	0.471844007
405.16	0.471828011
405.17	0.471811564
405.18	0.471795363
405.19	0.471778828
405.2	0.471761884
405.21	0.471745076
405.22	0.471727845
405.23	0.471711086
405.24	0.471694291
405.25	0.471677531
405.26	0.471660436
405.27	0.47164392
405.28	0.471626567
405.29	0.471608888
405.3	0.47159069
405.31	0.471572121
405.32	0.47155281
405.33	0.471533289
405.34	0.471513501
405.35	0.471493228
405.36	0.471473236
405.38	0.471454408
405.39	0.471435566
405.4	0.471417612
405.41	0.471399915
405.42	0.471383462
405.43	0.471367378
405.44	0.471351404
405.45	0.471335809
405.46	0.471319596
405.47	0.471303562
405.48	0.471287772
405.49	0.471271462
405.5	0.471255313
405.51	0.471239126
405.52	0.471222615
405.53	0.47120673
405.54	0.471190444
405.55	0.471174664
405.56	0.471158701
405.57	0.471141102
405.58	0.471124121
405.59	0.471104805
405.6	0.471084495
405.61	0.471063799
405.62	0.471042187
405.63	0.471020717
405.64	0.470998494
405.65	0.470978123
405.66	0.470957866
405.67	0.470939878
405.68	0.470922158
405.69	0.470905435
405.7	0.470889166
405.71	0.470873266
405.72	0.470857237
405.73	0.47084103
405.74	0.470824579
405.75	0.470807407
405.76	0.470791338
405.77	0.47077475
405.78	0.470758681
405.79	0.47074256
405.8	0.470726696
405.81	0.470710425
405.82	0.470693991
405.83	0.470676951
405.84	0.470659244
405.85	0.470640321
405.86	0.470621154
405.87	0.47059991
405.88	0.470580083
405.89	0.470559437
405.9	0.470539381
405.91	0.470519943
405.92	0.470501512
405.93	0.470483757
405.94	0.47046653
405.95	0.470450243
405.96	0.470433229
405.97	0.470416422
405.98	0.470398875
405.99	0.470381061
406	0.470363766
406.01	0.470345747
406.02	0.470327345
406.03	0.470308929
406.04	0.470290484
406.05	0.470272216
406.06	0.470253535
406.07	0.470235295
406.08	0.470216709
406.09	0.470198194
406.1	0.470179332
406.11	0.470161108
406.12	0.470142916
406.13	0.470125096
406.14	0.4701073
406.15	0.470089521
406.16	0.470072654
406.17	0.470056112
406.18	0.470039354
406.19	0.470023029
406.2	0.470006808
406.21	0.469990181
406.22	0.469973294
406.23	0.46995675
406.24	0.469940412
406.25	0.469924146
406.26	0.46990758
406.27	0.469891174
406.28	0.469874961
406.29	0.469858489
406.3	0.469842178
406.31	0.469826008
406.32	0.469809658
406.33	0.46979262
406.34	0.469775735
406.35	0.469759047
406.36	0.469742542
406.37	0.469725592
406.38	0.469709336
406.39	0.469692201
406.4	0.469675924
406.41	0.469659293
406.42	0.469642551
406.43	0.469624696
406.44	0.469605495
406.45	0.469584878
406.46	0.469561611
406.47	0.469538561
406.48	0.469513674
406.49	0.469488806
406.5	0.469466237
406.51	0.469443878
406.52	0.46942418
406.53	0.469405911
406.54	0.469389688
406.55	0.469374322
406.56	0.469359626
406.57	0.469344775
406.58	0.469330107
406.59	0.469315323
406.6	0.46929972
406.61	0.469284248
406.62	0.469268315
406.63	0.469251946
406.64	0.469235123
406.65	0.469217979
406.66	0.469200681
406.67	0.469183583
406.68	0.469166888
406.69	0.469149875
406.7	0.469133326
406.71	0.469116508
406.72	0.469100173
406.73	0.469082809
406.74	0.469066174
406.75	0.469049367
406.76	0.469032041
406.77	0.469013135
406.78	0.468994252
406.79	0.468974731
406.8	0.468955254
406.81	0.468935681
406.82	0.468916026
406.83	0.468896587
406.84	0.468877436
406.85	0.468858652
406.86	0.468840268
406.87	0.468822622
406.88	0.468804219
406.89	0.468786721
406.9	0.468769306
406.91	0.468752243
406.92	0.468735382
406.93	0.468718696
406.94	0.468701673
406.95	0.468684866
406.96	0.468668103
406.97	0.468651523
406.98	0.468634191
406.99	0.468616878
407	0.468598714
407.01	0.468580638
407.02	0.468562023
407.03	0.468544229
407.04	0.468526135
407.05	0.468507912
407.06	0.46849016
407.07	0.468473029
407.08	0.468456052
407.09	0.468439443
407.1	0.468423337
407.11	0.468406917
407.12	0.468390601
407.13	0.468374509
407.14	0.468357854
407.15	0.468342024
407.16	0.468325233
407.17	0.468308681
407.18	0.468292833
407.19	0.468276274
407.2	0.468260707
407.21	0.468244664
407.22	0.468228792
407.23	0.468211848
407.24	0.468193429
407.25	0.468174218
407.26	0.468152567
407.27	0.468129281
407.28	0.468105313
407.29	0.468079876
407.3	0.468056161
407.31	0.468032966
407.32	0.468011535
407.33	0.467991635
407.34	0.467974318
407.35	0.467957067
407.36	0.467941522
407.37	0.467925953
407.38	0.467910959
407.39	0.467896086
407.4	0.467881169
407.41	0.46786553
407.42	0.467849735
407.43	0.467833781
407.44	0.467817094
407.45	0.467800142
407.46	0.46778238
407.47	0.46776501
407.48	0.46774749
407.49	0.467730379
407.5	0.467712871
407.51	0.467695373
407.52	0.467678002
407.53	0.467661015
407.54	0.467643555
407.55	0.467626154
407.56	0.467608146
407.57	0.467590288
407.58	0.467571653
407.59	0.467552321
407.6	0.467533051
407.61	0.467512925
407.62	0.46749375
407.63	0.467474928
407.64	0.467456278
407.65	0.467439245
407.66	0.467422611
407.67	0.467406728
407.68	0.467391607
407.69	0.467376802
407.7	0.467361893
407.71	0.467346965
407.72	0.467331247
407.73	0.46731492
407.74	0.46729812
407.75	0.46727953
407.76	0.467260506
407.77	0.467241898
407.78	0.467221089
407.79	0.467201214
407.8	0.46718065
407.81	0.467159919
407.82	0.467140317
407.83	0.467119502
407.84	0.467100596
407.85	0.467080489
407.86	0.467060934
407.87	0.467041579
407.88	0.46702187
407.89	0.467002391
407.9	0.466983822
407.91	0.466964939
407.92	0.466946924
407.93	0.466929103
407.94	0.466911788
407.95	0.466895769
407.96	0.466880024
407.97	0.466864111
407.98	0.466848524
407.99	0.466832923
408	0.46681623
408.01	0.46680028
408.02	0.466783458
408.03	0.466765646
408.04	0.466747934
408.05	0.466728872
408.06	0.466709749
408.07	0.466690609
408.08	0.466671147
408.09	0.466651161
408.1	0.466631894
408.11	0.466612546
408.12	0.466594078
408.13	0.466575509
408.14	0.466557942
408.15	0.466539929
408.16	0.466522659
408.17	0.466504908
408.18	0.466487053
408.19	0.46646899
408.2	0.466451301
408.21	0.466433465
408.22	0.46641603
408.23	0.46639862
408.24	0.466381603
408.25	0.466364731
408.26	0.466348458
408.27	0.466332309
408.28	0.466316242
408.29	0.466300187
408.3	0.466284116
408.31	0.466267639
408.32	0.4662505
408.33	0.466233091
408.34	0.466215049
408.35	0.466196612
408.36	0.466177352
408.37	0.466158397
408.38	0.466140339
408.39	0.466121885
408.4	0.46610427
408.41	0.466087159
408.42	0.466069874
408.43	0.466053205
408.44	0.466037116
408.45	0.466020445
408.46	0.466003484
408.47	0.465986005
408.48	0.465968346
408.49	0.465950481
408.5	0.465932538
408.51	0.465914288
408.52	0.465896777
408.53	0.465879116
408.54	0.465862104
408.55	0.465844782
408.56	0.465828249
408.57	0.465810872
408.58	0.465793014
408.59	0.465775064
408.6	0.465757145
408.61	0.465738796
408.62	0.465720119
408.63	0.465702049
408.64	0.465683333
408.65	0.465665951
408.66	0.465648438
408.67	0.465631879
408.68	0.465615318
408.69	0.465599493
408.7	0.465583739
408.71	0.465568113
408.72	0.465551956
408.73	0.465536179
408.74	0.465519385
408.75	0.465502451
408.76	0.465484624
408.77	0.465466542
408.78	0.465447957
408.79	0.465428818
408.8	0.465408827
408.81	0.465389466
408.82	0.465369881
408.83	0.465351497
408.84	0.465332911
408.85	0.465315139
408.86	0.465297586
408.87	0.465281158
408.88	0.465265173
408.89	0.465249323
408.9	0.465233783
408.91	0.465218574
408.92	0.465202749
408.93	0.465186874
408.94	0.465170684
408.95	0.465154117
408.96	0.46513693
408.97	0.465119319
408.98	0.465101425
408.99	0.465083248
409	0.465064991
409.01	0.465046606
409.02	0.465028514
409.03	0.465011153
409.04	0.464993836
409.05	0.464976815
409.06	0.464960624
409.07	0.464944579
409.08	0.464928429
409.09	0.464912408
409.1	0.464896103
409.11	0.464879653
409.12	0.464862856
409.13	0.464845007
409.14	0.46482682
409.15	0.464809043
409.16	0.464790709
409.17	0.464772099
409.18	0.464753472
409.19	0.464734903
409.2	0.464717067
409.21	0.464699338
409.22	0.46468202
409.23	0.464664906
409.24	0.464647986
409.25	0.464630996
409.26	0.464614476
409.27	0.464598067
409.28	0.464581869
409.29	0.464565244
409.3	0.464548535
409.31	0.464531303
409.32	0.464513319
409.33	0.4644948
409.34	0.464475269
409.35	0.46445463
409.36	0.464433346
409.37	0.464411795
409.38	0.46439077
409.39	0.464370382
409.4	0.464350719
409.41	0.464332682
409.42	0.464315013
409.43	0.464298627
409.44	0.464282555
409.45	0.464266706
409.46	0.46425131
409.47	0.464235741
409.48	0.464220204
409.49	0.464204473
409.5	0.464188643
409.51	0.464172601
409.52	0.464155869
409.53	0.464139745
409.54	0.464123361
409.55	0.464106797
409.56	0.464090036
409.57	0.464073092
409.58	0.464056127
409.59	0.464039007
409.6	0.464021565
409.61	0.464004936
409.62	0.463987566
409.63	0.463970316
409.64	0.463953513
409.65	0.463936639
409.66	0.463919838
409.67	0.463902818
409.68	0.463885295
409.69	0.463867922
409.7	0.463849887
409.71	0.463831426
409.72	0.463813471
409.73	0.463794812
409.74	0.463776827
409.75	0.463758057
409.76	0.46374035
409.77	0.463722416
409.78	0.463704801
409.79	0.46368761
409.8	0.463669739
409.81	0.463652739
409.82	0.463635856
409.83	0.463618765
409.84	0.463601838
409.85	0.463584724
409.86	0.46356861
409.87	0.463551907
409.88	0.463535557
409.89	0.463519
409.9	0.463502212
409.91	0.463485305
409.92	0.46346795
409.93	0.463450555
409.94	0.463432245
409.95	0.463413683
409.96	0.463394709
409.97	0.46337622
409.98	0.463357581
409.99	0.463339446
410	0.463321537
410.01	0.463304875
410.02	0.463288543
410.03	0.463272244
410.04	0.463256266
410.05	0.463240288
410.06	0.463223915
410.07	0.463208037
410.08	0.463191893
410.09	0.463175194
410.1	0.463158536
410.11	0.463141359
410.12	0.463123667
410.13	0.463106086
410.14	0.463088117
410.15	0.463070306
410.16	0.463052231
410.17	0.463034171
410.18	0.463015904
410.19	0.46299863
410.2	0.462981293
410.21	0.462963739
410.22	0.462946639
410.23	0.462927832
410.24	0.462908653
410.25	0.462888683
410.26	0.462868848
410.27	0.462848041
410.28	0.462826489
410.29	0.462805259
410.3	0.462784378
410.31	0.462764693
410.32	0.462746063
410.33	0.462728071
410.34	0.462711636
410.35	0.462695316
410.36	0.462679936
410.37	0.462664622
410.38	0.462648869
410.39	0.462633202
410.4	0.462617314
410.41	0.462600752
410.42	0.462584786
410.43	0.462568139
410.44	0.462551153
410.45	0.462533924
410.46	0.462516626
410.47	0.462499455
410.48	0.462482094
410.49	0.462465278
410.5	0.462447801
410.51	0.462431227
410.52	0.462414272
410.53	0.462397455
410.54	0.462381221
410.55	0.462364407
410.56	0.46234742
410.57	0.462330825
410.58	0.462313824
410.59	0.462296231
410.6	0.462278971
410.61	0.462261009
410.62	0.462244182
410.63	0.462226418
410.64	0.462209805
410.65	0.462193331
410.66	0.462176902
410.67	0.462161709
410.68	0.462146389
410.69	0.462131297
410.7	0.462116337
410.71	0.462100115
410.72	0.462083913
410.73	0.462066828
410.74	0.462049507
410.75	0.462031371
410.76	0.462012972
410.77	0.461994679
410.78	0.461976612
410.79	0.461958204
410.8	0.461940474
410.81	0.461923073
410.82	0.461906194
410.83	0.461889343
410.84	0.461872208
410.85	0.461855205
410.86	0.461838675
410.87	0.461821851
410.88	0.461804407
410.89	0.461787513
410.9	0.46177089
410.91	0.461754489
410.92	0.461738042
410.93	0.461721235
410.94	0.461705203
410.95	0.461689005
410.96	0.461672406
410.97	0.461655637
410.98	0.461639422
410.99	0.461622639
411	0.461605868
411.01	0.461588947
411.02	0.461571626
411.03	0.461554659
411.04	0.46153748
411.05	0.461520185
411.06	0.461502475
411.07	0.461485345
411.08	0.461467495
411.09	0.46145025
411.1	0.461433183
411.11	0.461416073
411.12	0.461399561
411.13	0.461382711
411.14	0.461366627
411.15	0.461350683
411.16	0.461334827
411.17	0.461318469
411.18	0.461302358
411.19	0.461286062
411.2	0.461269946
411.21	0.46125303
411.22	0.461235867
411.23	0.461219023
411.24	0.461201548
411.25	0.461184166
411.26	0.461167428
411.27	0.461150041
411.28	0.461133513
411.29	0.461116743
411.3	0.461100604
411.31	0.461084326
411.32	0.461068014
411.33	0.461051646
411.34	0.461035582
411.35	0.461019022
411.36	0.461001958
411.37	0.460984316
411.38	0.460966193
411.39	0.460947791
411.4	0.460928385
411.41	0.460909733
411.42	0.460890281
411.43	0.460871766
