wl(nm),ref_hemi,HCRF
400.0000000000000,0.05674920192544210,0.08114153646189862
401.0000000000000,0.05616218547716699,0.08068690524837192
402.0000000000000,0.05562583551155556,0.08026814577917851
403.0000000000000,0.05521228832157912,0.07993632345294308
404.0000000000000,0.05490275762345585,0.07966106120655012
405.0000000000000,0.05469415174110370,0.07947209302834525
406.0000000000000,0.05456125935932263,0.07933524879746957
407.0000000000000,0.05444747512934457,0.07921206303057929
408.0000000000000,0.05435176479166210,0.07910237863644110
409.0000000000000,0.05426844780303528,0.07900027175821238
410.0000000000000,0.05414957161138709,0.07885613284744826
411.0000000000000,0.05402980320106565,0.07872731898349553
412.0000000000000,0.05395431184325833,0.07864785141792696
413.0000000000000,0.05392106375663348,0.07859713144962117
414.0000000000000,0.05390375259208624,0.07855814344481951
415.0000000000000,0.05388055346515183,0.07851339249882761
416.0000000000000,0.05387059012030013,0.07847786704389985
417.0000000000000,0.05386143667794050,0.07844178202252242
418.0000000000000,0.05385555061926221,0.07840758472129220
419.0000000000000,0.05383321619855751,0.07834520555028696
420.0000000000000,0.05382135667888778,0.07830706840170787
421.0000000000000,0.05376833349865585,0.07822189670480167
422.0000000000000,0.05370650977830428,0.07811433573025614
423.0000000000000,0.05364936019231976,0.07800954170441089
424.0000000000000,0.05361517436196528,0.07792056268118927
425.0000000000000,0.05360046351597127,0.07786269975208690
426.0000000000000,0.05357927021289437,0.07781563856080354
427.0000000000000,0.05353080318181196,0.07774624855800830
428.0000000000000,0.05347788133104239,0.07765661249065353
429.0000000000000,0.05345515462951683,0.07760604933071352
430.0000000000000,0.05341699763582047,0.07754344948364388
431.0000000000000,0.05338559911778058,0.07750208633738551
432.0000000000000,0.05336875691917371,0.07747164474339399
433.0000000000000,0.05335519856205526,0.07744243545405591
434.0000000000000,0.05334001993533624,0.07741152809678004
435.0000000000000,0.05332462689089284,0.07737904933284615
436.0000000000000,0.05331131288509489,0.07734772783074886
437.0000000000000,0.05328120265765312,0.07728630916339317
438.0000000000000,0.05327136792641874,0.07725527685988450
439.0000000000000,0.05326673526925582,0.07722747124988610
440.0000000000000,0.05327692781360480,0.07721010062301097
441.0000000000000,0.05336665226640268,0.07729942537311824
442.0000000000000,0.05346002893426155,0.07738960642461042
443.0000000000000,0.05355355104328628,0.07747975304198695
444.0000000000000,0.05365362337061366,0.07757279157934521
445.0000000000000,0.05375118171501883,0.07764705750938419
446.0000000000000,0.05387929484822530,0.07777529870853195
447.0000000000000,0.05399656533014581,0.07787841010395311
448.0000000000000,0.05415693817984105,0.07802874607111662
449.0000000000000,0.05433483285014124,0.07819048073724769
450.0000000000000,0.05450400586594434,0.07832800883853483
451.0000000000000,0.05470284395722291,0.07850373313560170
452.0000000000000,0.05492442622034192,0.07869468551689225
453.0000000000000,0.05513477715544071,0.07886056390264470
454.0000000000000,0.05535905776266310,0.07905317754602276
455.0000000000000,0.05558060950299505,0.07924368527103151
456.0000000000000,0.05580440857078042,0.07943568623821014
457.0000000000000,0.05605854851367206,0.07966731280667630
458.0000000000000,0.05627355680929673,0.07985420686055268
459.0000000000000,0.05649085007056329,0.08005967514896725
460.0000000000000,0.05667097363083047,0.08022228458148244
461.0000000000000,0.05684770678649301,0.08039938053221318
462.0000000000000,0.05697807309870200,0.08052628523598572
463.0000000000000,0.05711936518518561,0.08067844497193775
464.0000000000000,0.05724523227326235,0.08080227140255786
465.0000000000000,0.05740359177719838,0.08096671422445460
466.0000000000000,0.05755399804331472,0.08112700019661065
467.0000000000000,0.05768256459555572,0.08127125900148691
468.0000000000000,0.05778259500023113,0.08137854444631330
469.0000000000000,0.05791211110420888,0.08152552975048462
470.0000000000000,0.05803524199194836,0.08166707803636271
471.0000000000000,0.05813522929639008,0.08179259700863786
472.0000000000000,0.05823461459077013,0.08191674704645960
473.0000000000000,0.05834510194386060,0.08204928675249976
474.0000000000000,0.05845191675648581,0.08217906462419297
475.0000000000000,0.05857289178162875,0.08233635011870027
476.0000000000000,0.05867617716497550,0.08246405135838644
