  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
       752       0.39726709       0.39758130       0.39601406       0.51757058       0.48397082       0.24639854       0.22026457
       753       0.39942275       0.39974810       0.39812256       0.52006489       0.48625088       0.24284719       0.21709707
       754       0.40147436       0.40181098       0.40012531       0.52244444       0.48842175       0.23943406       0.21405040
       755       0.40345920       0.40380509       0.40206985       0.52473352       0.49051804       0.23618605       0.21115435
       756       0.40538847       0.40574207       0.40396542       0.52694118       0.49254673       0.23310007       0.20840613
       757       0.40723585       0.40759616       0.40578286       0.52905186       0.49448899       0.23015560       0.20578442
       758       0.40899337       0.40935946       0.40751365       0.53105416       0.49633391       0.22737490       0.20330926
       759       0.41067144       0.41103695       0.40916257       0.53295414       0.49808698       0.22474895       0.20097257
       760       0.41233481       0.41262877       0.41072974       0.53475216       0.49974849       0.22227728       0.19877395
       761       0.41383168       0.41408704       0.41215626       0.53641260       0.50127395       0.21994322       0.19669325
       762       0.41512417       0.41546854       0.41351046       0.53798436       0.50272036       0.21773811       0.19472802
       763       0.41642687       0.41675746       0.41477532       0.53944449       0.50406580       0.21570664       0.19291839
       764       0.41763611       0.41797178       0.41596994       0.54081877       0.50533473       0.21380000       0.19122057
       765       0.41872624       0.41907929       0.41705596       0.54207759       0.50649360       0.21203224       0.18964465
       766       0.41972313       0.42008395       0.41803714       0.54322583       0.50754675       0.21039580       0.18818394
       767       0.42062449       0.42100128       0.41893398       0.54426926       0.50850501       0.20892259       0.18686962
       768       0.42147359       0.42185865       0.41977550       0.54524679       0.50940528       0.20753895       0.18563555
       769       0.42223770       0.42263198       0.42053582       0.54612351       0.51021426       0.20631264       0.18454259
       770       0.42290303       0.42330582       0.42119448       0.54689413       0.51092148       0.20521064       0.18355868
       771       0.42352681       0.42393485       0.42181706       0.54760186       0.51157849       0.20423973       0.18269477
       772       0.42409428       0.42450317       0.42238263       0.54824078       0.51217426       0.20336786       0.18191965
       773       0.42459281       0.42500144       0.42288038       0.54879551       0.51269368       0.20262831       0.18126325
       774       0.42503849       0.42544607       0.42332790       0.54928978       0.51315936       0.20197522       0.18068435
       775       0.42539159       0.42579873       0.42367995       0.54968478       0.51352875       0.20144093       0.18020966
       776       0.42577380       0.42617652       0.42407708       0.55008005       0.51391816       0.20101019       0.17983502
       777       0.42612097       0.42651787       0.42444521       0.55042001       0.51426359       0.20070461       0.17957506
       778       0.42639176       0.42678344       0.42473429       0.55068195       0.51453246       0.20048077       0.17938604
       779       0.42662441       0.42701038       0.42498748       0.55090103       0.51476345       0.20031678       0.17925071
       780       0.42680560       0.42718548       0.42519022       0.55105737       0.51493737       0.20025269       0.17920505
       781       0.42696361       0.42733739       0.42537084       0.55118667       0.51508697       0.20022956       0.17919615
       782       0.42712040       0.42748797       0.42555022       0.55131437       0.51523516       0.20020898       0.17918955
       783       0.42730182       0.42766213       0.42575886       0.55145908       0.51540506       0.20019934       0.17919513
       784       0.42745804       0.42781222       0.42593781       0.55158613       0.51555271       0.20018001       0.17918965
       785       0.42762167       0.42796887       0.42612305       0.55172075       0.51570719       0.20014936       0.17917401
       786       0.42779598       0.42813639       0.42631868       0.55186793       0.51587300       0.20009986       0.17914144
       787       0.42794704       0.42827833       0.42648316       0.55199575       0.51601499       0.20004315       0.17910003
       788       0.42811200       0.42843510       0.42666955       0.55213268       0.51617225       0.20000443       0.17907709
       789       0.42824670       0.42856067       0.42681842       0.55224145       0.51629712       0.19997673       0.17906169
       790       0.42841542       0.42872160       0.42700687       0.55237855       0.51645330       0.19994790       0.17904771
       791       0.42852140       0.42882659       0.42712937       0.55247376       0.51655957       0.19990417       0.17901554
       792       0.42866757       0.42896894       0.42729431       0.55260189       0.51670192       0.19984748       0.17897412
       793       0.42877822       0.42907691       0.42741967       0.55270051       0.51681128       0.19979874       0.17893744
       794       0.42890489       0.42920499       0.42757102       0.55281205       0.51693872       0.19976725       0.17891863
       795       0.42901595       0.42931019       0.42769375       0.55290742       0.51704518       0.19972353       0.17888646
       796       0.42915975       0.42944056       0.42784731       0.55302157       0.51717499       0.19968826       0.17886426
       797       0.42926766       0.42954586       0.42797016       0.55311702       0.51728154       0.19964458       0.17883211
       798       0.42939438       0.42967348       0.42812111       0.55322792       0.51740845       0.19961436       0.17881443
       799       0.42950670       0.42978178       0.42824685       0.55332680       0.51751811       0.19956561       0.17877773
       800       0.42964917       0.42991762       0.42840471       0.55344491       0.51765090       0.19952962       0.17875491
       801       0.42980263       0.43006341       0.42857984       0.55356640       0.51779384       0.19952050       0.17875856
       802       0.42992804       0.43018481       0.42872490       0.55367001       0.51791423       0.19950164       0.17875107
       803       0.43009083       0.43034018       0.42890922       0.55380252       0.51806713       0.19947614       0.17874000
       804       0.43024470       0.43049003       0.42908731       0.55392634       0.51821157       0.19946880       0.17874529
       805       0.43039392       0.43063619       0.42926287       0.55404812       0.51835484       0.19945971       0.17874896
       806       0.43053947       0.43077812       0.42943441       0.55416498       0.51849369       0.19945818       0.17875941
       807       0.43069529       0.43092810       0.42961366       0.55429111       0.51864092       0.19944278       0.17875742
       808       0.43085921       0.43108615       0.42980065       0.55442653       0.51879655       0.19941354       0.17874299
       809       0.43099466       0.43121403       0.42995784       0.55452475       0.51891802       0.19944535       0.17878345
       810       0.43114856       0.43135996       0.43013328       0.55464609       0.51906099       0.19943755       0.17878828
       811       0.43129458       0.43149743       0.43029968       0.55475534       0.51919244       0.19945298       0.17881403
       812       0.43146801       0.43166095       0.43049879       0.55488655       0.51935082       0.19946756       0.17884136
       813       0.43160604       0.43178991       0.43065708       0.55498589       0.51947338       0.19949814       0.17888073
       814       0.43178276       0.43195147       0.43085437       0.55511475       0.51962968       0.19951655       0.17891151
       815       0.43193030       0.43208920       0.43102209       0.55522643       0.51976405       0.19952393       0.17892999
       816       0.43208589       0.43224241       0.43121045       0.55534328       0.51990893       0.19956559       0.17898172
       817       0.43221365       0.43236726       0.43136589       0.55544001       0.52002986       0.19959567       0.17902061
       818       0.43236451       0.43251121       0.43154545       0.55554611       0.52016508       0.19965377       0.17908714
       819       0.43250528       0.43265149       0.43171569       0.55566059       0.52030206       0.19965741       0.17910228
       820       0.43266158       0.43280292       0.43190246       0.55577525       0.52044505       0.19970293       0.17915750
       821       0.43276236       0.43290559       0.43203677       0.55584625       0.52054286       0.19977211       0.17923157
       822       0.43286709       0.43300185       0.43216399       0.55590758       0.52063130       0.19986077       0.17932322
       823       0.43301199       0.43312648       0.43231934       0.55600388       0.52075194       0.19989219       0.17936335
       824       0.43312308       0.43324247       0.43246645       0.55609018       0.52086359       0.19993869       0.17941705
       825       0.43321762       0.43333900       0.43260181       0.55614360       0.52095209       0.20007180       0.17955104
       826       0.43323062       0.43334301       0.43263404       0.55610887       0.52094743       0.20026770       0.17973677
       827       0.43330745       0.43341835       0.43273547       0.55615864       0.52101965       0.20033206       0.17980417
       828       0.43336963       0.43346973       0.43281301       0.55617853       0.52106427       0.20044610       0.17991631
       829       0.43335002       0.43344844       0.43282204       0.55611687       0.52103597       0.20067756       0.18013403
       830       0.43339592       0.43349121       0.43289236       0.55612908       0.52107432       0.20079832       0.18025219
       831       0.43342584       0.43351712       0.43293870       0.55612999       0.52109532       0.20090369       0.18035416
       832       0.43340725       0.43349296       0.43293816       0.55607545       0.52106694       0.20108730       0.18052647
       833       0.43336110       0.43344611       0.43290806       0.55600291       0.52101515       0.20126550       0.18069155
       834       0.43340996       0.43349174       0.43297327       0.55602655       0.52105667       0.20133685       0.18076294
       835       0.43346767       0.43354900       0.43304963       0.55606360       0.52111030       0.20138813       0.18081628
       836       0.43347692       0.43355389       0.43307002       0.55605293       0.52111501       0.20146882       0.18089362
       837       0.43353515       0.43361047       0.43314572       0.55608918       0.52116792       0.20152136       0.18094809
       838       0.43358668       0.43365972       0.43320856       0.55612962       0.52121876       0.20152557       0.18095662
       839       0.43363551       0.43370620       0.43327461       0.55615421       0.52126116       0.20159561       0.18102685
       840       0.43370326       0.43377096       0.43335916       0.55620211       0.52132526       0.20162593       0.18106130
       841       0.43380391       0.43386711       0.43347961       0.55627351       0.52141644       0.20166324       0.18110451
       842       0.43393477       0.43399343       0.43363681       0.55637148       0.52153880       0.20169328       0.18114355
       843       0.43402237       0.43407733       0.43374558       0.55642874       0.52161723       0.20175189       0.18120594
       844       0.43416229       0.43421181       0.43391062       0.55653605       0.52174806       0.20176815       0.18123258
       845       0.43426597       0.43431182       0.43403482       0.55661182       0.52184322       0.20179923       0.18127021
       846       0.43438904       0.43442972       0.43418403       0.55669998       0.52195679       0.20184431       0.18132281
       847       0.43452485       0.43456065       0.43434474       0.55680090       0.52208122       0.20187528       0.18136276
       848       0.43463388       0.43466536       0.43447448       0.55688424       0.52218394       0.20189044       0.18138601
       849       0.43473889       0.43476513       0.43460540       0.55694924       0.52227597       0.20197524       0.18147445
       850       0.43486738       0.43488963       0.43475410       0.55705530       0.52239923       0.20195662       0.18146729
       851       0.43494000       0.43495909       0.43484226       0.55710621       0.52246548       0.20198789       0.18150267
       852       0.43500754       0.43502349       0.43492558       0.55715129       0.52252648       0.20202789       0.18154592
       853       0.43508441       0.43509739       0.43501800       0.55720730       0.52259735       0.20205163       0.18157454
       854       0.43517623       0.43518608       0.43512557       0.55728252       0.52268625       0.20204188       0.18157294
       855       0.43524741       0.43525421       0.43521248       0.55733186       0.52275112       0.20207562       0.18161057
       856       0.43529838       0.43530197       0.43527990       0.55735777       0.52279482       0.20214439       0.18167974
       857       0.43535443       0.43535599       0.43534641       0.55740128       0.52284788       0.20214949       0.18168915
       858       0.43544488       0.43544335       0.43545274       0.55747493       0.52293539       0.20214224       0.18168981
       859       0.43546840       0.43546461       0.43548791       0.55748078       0.52295443       0.20220358       0.18174986
       860       0.43555094       0.43554402       0.43558664       0.55754527       0.52303368       0.20221006       0.18176289
       861       0.43564002       0.43563003       0.43569171       0.55761734       0.52311977       0.20220530       0.18176580
       862       0.43570195       0.43568887       0.43576976       0.55765594       0.52317497       0.20225531       0.18181809
       863       0.43578383       0.43576766       0.43586792       0.55771968       0.52325356       0.20226304       0.18183225
       864       0.43585596       0.43583678       0.43595584       0.55777008       0.52331943       0.20229553       0.18186876
       865       0.43590782       0.43588550       0.43602424       0.55779703       0.52336413       0.20236299       0.18193679
       866       0.43603472       0.43600660       0.43618168       0.55787364       0.52347271       0.20247378       0.18205123
       867       0.43618380       0.43614991       0.43636140       0.55797796       0.52360701       0.20253859       0.18212419
       868       0.43631916       0.43628053       0.43652208       0.55807809       0.52373099       0.20257225       0.18216667
       869       0.43648656       0.43644228       0.43671951       0.55820352       0.52388441       0.20260591       0.18221158
       870       0.43661161       0.43656238       0.43687117       0.55829373       0.52400014       0.20264977       0.18226321
       871       0.43669853       0.43664428       0.43698527       0.55833785       0.52407354       0.20276714       0.18238114
       872       0.43682734       0.43676820       0.43714062       0.55843239       0.52419321       0.20280476       0.18242716
       873       0.43696131       0.43689731       0.43730095       0.55853285       0.52431825       0.20283368       0.18246533
       874       0.43705929       0.43699037       0.43742579       0.55858972       0.52440322       0.20293233       0.18256643
       875       0.43717957       0.43710575       0.43757302       0.55867439       0.52451402       0.20298493       0.18262597
       876       0.43723821       0.43716150       0.43764826       0.55870927       0.52456597       0.20304118       0.18268397
       877       0.43731716       0.43723633       0.43774973       0.55875781       0.52463754       0.20310999       0.18275569
       878       0.43738013       0.43729653       0.43782924       0.55879776       0.52469410       0.20315877       0.18280696
       879       0.43746920       0.43738169       0.43794064       0.55885814       0.52477639       0.20321010       0.18286293
       880       0.43751933       0.43742778       0.43801361       0.55887148       0.52481548       0.20333613       0.18298633
       881       0.43758284       0.43748844       0.43809460       0.55891416       0.52487520       0.20337620       0.18302971
       882       0.43767204       0.43757412       0.43820550       0.55897287       0.52495534       0.20343492       0.18309241
       883       0.43773331       0.43763129       0.43828911       0.55899889       0.52500592       0.20354225       0.18319897
       884       0.43778613       0.43768110       0.43835973       0.55902910       0.52505437       0.20360095       0.18325917
       885       0.43788498       0.43777607       0.43848058       0.55910064       0.52514681       0.20363602       0.18330051
       886       0.43795281       0.43784238       0.43856602       0.55914755       0.52520971       0.20367476       0.18334278
       887       0.43801079       0.43789668       0.43864095       0.55918287       0.52526281       0.20372597       0.18339623
       888       0.43806198       0.43794454       0.43871570       0.55919818       0.52530374       0.20384938       0.18351733
       889       0.43812973       0.43800844       0.43879985       0.55924450       0.52536680       0.20388435       0.18355614
       890       0.43818911       0.43806609       0.43887701       0.55928145       0.52542071       0.20393800       0.18361187
       891       0.43822043       0.43809420       0.43892689       0.55928675       0.52544668       0.20403387       0.18370563
       892       0.43823989       0.43811330       0.43896016       0.55928996       0.52546347       0.20409985       0.18377002
       893       0.43831480       0.43818975       0.43905637       0.55935064       0.52553954       0.20411365       0.18378975
       894       0.43835765       0.43823231       0.43911211       0.55938071       0.52558064       0.20413983       0.18381825
       895       0.43840451       0.43828542       0.43918596       0.55941463       0.52563252       0.20419335       0.18387381
       896       0.43839893       0.43828045       0.43919619       0.55939027       0.52562438       0.20430025       0.18397515
       897       0.43846414       0.43834678       0.43928272       0.55943932       0.52568995       0.20433139       0.18401053
       898       0.43850023       0.43837697       0.43932663       0.55945522       0.52571824       0.20437865       0.18405805
       899       0.43852742       0.43840681       0.43937821       0.55946247       0.52574600       0.20447179       0.18414939
       900       0.43856505       0.43843411       0.43941936       0.55947505       0.52577129       0.20452398       0.18420137
       901       0.43860717       0.43848545       0.43949054       0.55950472       0.52581866       0.20458869       0.18426712
       902       0.43863781       0.43850586       0.43953310       0.55950117       0.52583666       0.20469787       0.18437296
       903       0.43867573       0.43854043       0.43958821       0.55951162       0.52586666       0.20479106       0.18446442
       904       0.43875668       0.43861066       0.43967852       0.55956510       0.52593627       0.20481586       0.18449411
       905       0.43882667       0.43867966       0.43976664       0.55961495       0.52600192       0.20485078       0.18453300
       906       0.43886646       0.43871724       0.43982466       0.55962884       0.52603503       0.20493897       0.18461997
       907       0.43888725       0.43874507       0.43988135       0.55962332       0.52605790       0.20508901       0.18476520
       908       0.43891599       0.43876882       0.43992614       0.55962138       0.52607669       0.20520067       0.18487337
       909       0.43900270       0.43885745       0.44004111       0.55968542       0.52616252       0.20524784       0.18492576
       910       0.43905504       0.43891124       0.44011470       0.55971784       0.52621243       0.20530873       0.18498811
       911       0.43911365       0.43896048       0.44019194       0.55973680       0.52625746       0.20542267       0.18510080
       912       0.43908279       0.43892440       0.44017941       0.55966641       0.52621432       0.20563563       0.18530047
       913       0.43910738       0.43895475       0.44023857       0.55966375       0.52623980       0.20578157       0.18544208
       914       0.43914099       0.43898819       0.44029267       0.55967288       0.52626864       0.20587696       0.18553562
       915       0.43921257       0.43905454       0.44038533       0.55970920       0.52632873       0.20597009       0.18562961
       916       0.43922094       0.43906019       0.44042084       0.55967830       0.52632865       0.20615784       0.18580901
       917       0.43916069       0.43898932       0.44038901       0.55954728       0.52624389       0.20653606       0.18616302
       918       0.43912875       0.43896229       0.44039321       0.55947904       0.52621000       0.20677894       0.18639225
       919       0.43917408       0.43899230       0.44045107       0.55947381       0.52623249       0.20693349       0.18654179
       920       0.43925190       0.43905741       0.44055062       0.55950046       0.52629118       0.20707419       0.18668129
       921       0.43916902       0.43897446       0.44050022       0.55936613       0.52619676       0.20741929       0.18700300
       922       0.43898329       0.43878540       0.44035613       0.55910231       0.52599241       0.20798851       0.18752968
       923       0.43888552       0.43867962       0.44028486       0.55894412       0.52587706       0.20836393       0.18787880
       924       0.43884715       0.43865182       0.44029435       0.55886247       0.52583696       0.20866898       0.18816698
       925       0.43875951       0.43855728       0.44023386       0.55871716       0.52573327       0.20902527       0.18849890
       926       0.43869974       0.43849064       0.44020714       0.55859335       0.52565567       0.20938768       0.18883892
       927       0.43864765       0.43843256       0.44018059       0.55848755       0.52558707       0.20969031       0.18912249
       928       0.43839981       0.43820783       0.43999423       0.55819139       0.52534600       0.21027329       0.18965945
       929       0.43795062       0.43777277       0.43961423       0.55764678       0.52488714       0.21125499       0.19055935
       930       0.43768834       0.43751312       0.43939435       0.55731079       0.52460994       0.21189608       0.19114900
       931       0.43749884       0.43732275       0.43922686       0.55707473       0.52441001       0.21231437       0.19153216
       932       0.43725259       0.43708863       0.43902546       0.55678053       0.52416469       0.21285122       0.19202504
       933       0.43701293       0.43684781       0.43881763       0.55647870       0.52391245       0.21339913       0.19252795
       934       0.43680025       0.43665963       0.43865326       0.55624738       0.52371747       0.21380549       0.19290034
       935       0.43654835       0.43636240       0.43839131       0.55588111       0.52340681       0.21444790       0.19348876
       936       0.43596947       0.43579296       0.43786720       0.55520166       0.52281161       0.21555516       0.19449758
       937       0.43546336       0.43529846       0.43740793       0.55461813       0.52229670       0.21648339       0.19534200
       938       0.43518529       0.43500975       0.43715306       0.55425944       0.52199213       0.21711858       0.19592414
       939       0.43501157       0.43479408       0.43696928       0.55398643       0.52176589       0.21762307       0.19638807
       940       0.43446796       0.43425460       0.43646784       0.55335369       0.52120699       0.21861818       0.19729305
       941       0.43353196       0.43333606       0.43561075       0.55227951       0.52025522       0.22029388       0.19881617
       942       0.43305025       0.43282958       0.43514894       0.55167632       0.51973029       0.22127756       0.19971357
       943       0.43275142       0.43252466       0.43487841       0.55129913       0.51940881       0.22193857       0.20031937
       944       0.43229336       0.43205425       0.43445012       0.55073496       0.51891849       0.22286902       0.20116886
       945       0.43167143       0.43144406       0.43388664       0.55000874       0.51828052       0.22404138       0.20223729
       946       0.43106809       0.43084301       0.43333187       0.54929292       0.51765193       0.22519799       0.20329159
       947       0.43057577       0.43035291       0.43288250       0.54870175       0.51713561       0.22617611       0.20418459
       948       0.43015520       0.42991943       0.43248743       0.54817532       0.51667795       0.22705898       0.20499151
       949       0.42915936       0.42891077       0.43154134       0.54699309       0.51562630       0.22889734       0.20666287
       950       0.42737929       0.42713445       0.42986043       0.54493648       0.51378305       0.23200529       0.20948298
       951       0.42629347       0.42602874       0.42882201       0.54364471       0.51263252       0.23399677       0.21129323
       952       0.42554820       0.42530718       0.42815228       0.54279263       0.51188067       0.23534417       0.21252085
       953       0.42454084       0.42430035       0.42720863       0.54161370       0.51083231       0.23716875       0.21418041
       954       0.42342896       0.42315671       0.42613248       0.54027557       0.50963874       0.23922956       0.21605402
       955       0.42240054       0.42213404       0.42516545       0.53908579       0.50857317       0.24103600       0.21769469
       956       0.42150211       0.42121050       0.42428662       0.53801937       0.50761298       0.24262511       0.21913583
       957       0.42063408       0.42033759       0.42345637       0.53701075       0.50670518       0.24412931       0.22050020
       958       0.41994238       0.41962228       0.42277849       0.53618493       0.50596388       0.24536168       0.22161849
       959       0.41932721       0.41904142       0.42222067       0.53551862       0.50535942       0.24633391       0.22249853
       960       0.41862793       0.41833801       0.42155203       0.53470164       0.50462469       0.24756196       0.22361315
       961       0.41771893       0.41740151       0.42066268       0.53362378       0.50365536       0.24915637       0.22505921
       962       0.41729561       0.41697516       0.42026220       0.53312903       0.50321432       0.24990470       0.22573949
       963       0.41720890       0.41687800       0.42017789       0.53301215       0.50311609       0.25010201       0.22592097
       964       0.41706463       0.41671968       0.42003378       0.53282280       0.50295140       0.25040952       0.22620229
       965       0.41683037       0.41651017       0.41984049       0.53257466       0.50273337       0.25080269       0.22656118
       966       0.41669672       0.41637934       0.41973546       0.53239482       0.50258938       0.25117285       0.22690539
       967       0.41666200       0.41631623       0.41969655       0.53229499       0.50251870       0.25142178       0.22713979
       968       0.41670361       0.41629807       0.41970081       0.53224678       0.50249484       0.25159548       0.22730609
       969       0.41668058       0.41628930       0.41971303       0.53220709       0.50247800       0.25176132       0.22746539
       970       0.41666225       0.41626773       0.41971297       0.53215270       0.50244783       0.25194857       0.22764407
       971       0.41666579       0.41625258       0.41971906       0.53210568       0.50242435       0.25212505       0.22781301
       972       0.41667376       0.41626367       0.41975250       0.53209333       0.50243374       0.25224195       0.22792785
       973       0.41664204       0.41625560       0.41976754       0.53205898       0.50242318       0.25239088       0.22807169
       974       0.41659545       0.41621556       0.41975186       0.53198796       0.50237933       0.25259318       0.22826389
       975       0.41665294       0.41626169       0.41981790       0.53201354       0.50242244       0.25265945       0.22833299
       976       0.41671215       0.41634058       0.41990855       0.53208658       0.50250225       0.25262067       0.22830388
       977       0.41685238       0.41644439       0.42003002       0.53217831       0.50260542       0.25259074       0.22828585
       978       0.41698412       0.41658382       0.42018680       0.53231317       0.50274845       0.25249360       0.22820685
       979       0.41715296       0.41675609       0.42036824       0.53249553       0.50292822       0.25229136       0.22802959
       980       0.41737026       0.41696914       0.42059470       0.53271248       0.50314508       0.25207949       0.22784674
       981       0.41757486       0.41714807       0.42078256       0.53290243       0.50333174       0.25186633       0.22765957
       982       0.41777843       0.41735852       0.42100761       0.53311858       0.50354862       0.25165123       0.22747368
       983       0.41798029       0.41755991       0.42121600       0.53333195       0.50375586       0.25140869       0.22725996
       984       0.41825397       0.41781224       0.42148024       0.53359375       0.50401349       0.25113194       0.22701828
       985       0.41846564       0.41804276       0.42171556       0.53383816       0.50424821       0.25084895       0.22676798
       986       0.41881332       0.41835598       0.42204418       0.53415746       0.50456379       0.25052956       0.22649075
       987       0.41910736       0.41865401       0.42235024       0.53446696       0.50486335       0.25019288       0.22619489
       988       0.41944153       0.41898412       0.42269406       0.53480320       0.50519364       0.24985372       0.22589979
       989       0.41974771       0.41928003       0.42299917       0.53511235       0.50549365       0.24951326       0.22560037
       990       0.42009668       0.41963743       0.42337140       0.53548418       0.50585774       0.24911364       0.22525025
       991       0.42056923       0.42009874       0.42385044       0.53596491       0.50632720       0.24859236       0.22479287
       992       0.42102225       0.42054794       0.42431787       0.53643160       0.50678396       0.24809180       0.22435420
       993       0.42140745       0.42093595       0.42472761       0.53683034       0.50717979       0.24768569       0.22400100
       994       0.42179371       0.42131145       0.42512537       0.53721465       0.50756255       0.24730084       0.22366702
       995       0.42224552       0.42175963       0.42559300       0.53768192       0.50802071       0.24679579       0.22322405
       996       0.42270187       0.42221601       0.42606160       0.53816840       0.50848988       0.24622661       0.22271991
       997       0.42315417       0.42266665       0.42652470       0.53864814       0.50895297       0.24566744       0.22222480
       998       0.42358653       0.42309831       0.42696960       0.53910604       0.50939626       0.24514023       0.22175860
       999       0.42400920       0.42352089       0.42740470       0.53955116       0.50982728       0.24463629       0.22131355
      1000       0.42444585       0.42395749       0.42785332       0.54001218       0.51027277       0.24410951       0.22084776
      1001       0.42490784       0.42441883       0.42831984       0.54051357       0.51074918       0.24348309       0.22028854
      1002       0.42536407       0.42487439       0.42878080       0.54100820       0.51121948       0.24286663       0.21973831
      1003       0.42574497       0.42525525       0.42916193       0.54142524       0.51161208       0.24233059       0.21925810
      1004       0.42614644       0.42565590       0.42956908       0.54185472       0.51202252       0.24181346       0.21879795
      1005       0.42658186       0.42609068       0.43000905       0.54232303       0.51246827       0.24124012       0.21828681
      1006       0.42695502       0.42646566       0.43036946       0.54275097       0.51285705       0.24061915       0.21772376
      1007       0.42738541       0.42689715       0.43079226       0.54323548       0.51330447       0.23994850       0.21711850
      1008       0.42779355       0.42730728       0.43118645       0.54370342       0.51372957       0.23926939       0.21650274
      1009       0.42819885       0.42771443       0.43157884       0.54417010       0.51415426       0.23858749       0.21588437
      1010       0.42863846       0.42815518       0.43201054       0.54466494       0.51461107       0.23790176       0.21526543
      1011       0.42908864       0.42860641       0.43245338       0.54517384       0.51508139       0.23719107       0.21462376
      1012       0.42952324       0.42904211       0.43288022       0.54566274       0.51553281       0.23651394       0.21401259
      1013       0.42991809       0.42943788       0.43326868       0.54610601       0.51594280       0.23590307       0.21346150
      1014       0.43030685       0.42982753       0.43365127       0.54654224       0.51634640       0.23530241       0.21291964
      1015       0.43070029       0.43022202       0.43403742       0.54698169       0.51675220       0.23470163       0.21237776
      1016       0.43114464       0.43066574       0.43448607       0.54745906       0.51720636       0.23411592       0.21185514
      1017       0.43155862       0.43107971       0.43490015       0.54791477       0.51763500       0.23351990       0.21132021
      1018       0.43203461       0.43155510       0.43538033       0.54843016       0.51812447       0.23287472       0.21074351
      1019       0.43256361       0.43208390       0.43591078       0.54900402       0.51866637       0.23214937       0.21009416
      1020       0.43308292       0.43260371       0.43642661       0.54957987       0.51920423       0.23137922       0.20940124
      1021       0.43359630       0.43311666       0.43694294       0.55013755       0.51973222       0.23067311       0.20876916
      1022       0.43406263       0.43358323       0.43740763       0.55065251       0.52021480       0.22999155       0.20815652
      1023       0.43452732       0.43404827       0.43786979       0.55116341       0.52069298       0.22932052       0.20755348
      1024       0.43499296       0.43451429       0.43833288       0.55167530       0.52117208       0.22864814       0.20694919
      1025       0.43544547       0.43496620       0.43878952       0.55216077       0.52163384       0.22805194       0.20641674
      1026       0.43586429       0.43538515       0.43920741       0.55261889       0.52206413       0.22745780       0.20588336
      1027       0.43628411       0.43580601       0.43962004       0.55308935       0.52249900       0.22680802       0.20529673
      1028       0.43677663       0.43629888       0.44011006       0.55363350       0.52300821       0.22608456       0.20464593
      1029       0.43726553       0.43678839       0.44059470       0.55416932       0.52350843       0.22538238       0.20401457
      1030       0.43770170       0.43722478       0.44102937       0.55464683       0.52395639       0.22476040       0.20345585
      1031       0.43799594       0.43751867       0.44132603       0.55496015       0.52425445       0.22438141       0.20311757
      1032       0.43821574       0.43773852       0.44154550       0.55520179       0.52448145       0.22406401       0.20283233
      1033       0.43849658       0.43801894       0.44182923       0.55549972       0.52476554       0.22370749       0.20251441
      1034       0.43889060       0.43841311       0.44222228       0.55592678       0.52516700       0.22316357       0.20202649
      1035       0.43929274       0.43881632       0.44261690       0.55637438       0.52558044       0.22255183       0.20147433
      1036       0.43962520       0.43915041       0.44293797       0.55675375       0.52592520       0.22200103       0.20097472
      1037       0.43990392       0.43943126       0.44320181       0.55708517       0.52622040       0.22147712       0.20049673
      1038       0.44023231       0.43976114       0.44351989       0.55746187       0.52656344       0.22092553       0.19999634
      1039       0.44055407       0.44008435       0.44383155       0.55783096       0.52689957       0.22038494       0.19950593
      1040       0.44081256       0.44034487       0.44407584       0.55813924       0.52717373       0.21989439       0.19905824
      1041       0.44109430       0.44062773       0.44434979       0.55846464       0.52747087       0.21941259       0.19862109
      1042       0.44138868       0.44092341       0.44463500       0.55880241       0.52777853       0.21891735       0.19817183
      1043       0.44163568       0.44117226       0.44486912       0.55909956       0.52804328       0.21843821       0.19773444
      1044       0.44184674       0.44138409       0.44507482       0.55934429       0.52826712       0.21807347       0.19740348
      1045       0.44202029       0.44155836       0.44524335       0.55954421       0.52844952       0.21777839       0.19713578
      1046       0.44222077       0.44175983       0.44543693       0.55977281       0.52865723       0.21744622       0.19683451
      1047       0.44253044       0.44206999       0.44574319       0.56011647       0.52897696       0.21698062       0.19641480
      1048       0.44280500       0.44234577       0.44600924       0.56043148       0.52926394       0.21651825       0.19599537
      1049       0.44303457       0.44257557       0.44623720       0.56068173       0.52949806       0.21619302       0.19570303
      1050       0.44323733       0.44277830       0.44644023       0.56090341       0.52970697       0.21590471       0.19544411
      1051       0.44342627       0.44296802       0.44662360       0.56112076       0.52990520       0.21558425       0.19515338
      1052       0.44365988       0.44320162       0.44685737       0.56137957       0.53014858       0.21523742       0.19484129
      1053       0.44390088       0.44344263       0.44709826       0.56164677       0.53039958       0.21487842       0.19451815
      1054       0.44411149       0.44365324       0.44730887       0.56187728       0.53061653       0.21457734       0.19424761
      1055       0.44423431       0.44377667       0.44742746       0.56201723       0.53074370       0.21437395       0.19406314
      1056       0.44435679       0.44389885       0.44755202       0.56214528       0.53086681       0.21422641       0.19393193
      1057       0.44446649       0.44400805       0.44766520       0.56226079       0.53097927       0.21409250       0.19381300
      1058       0.44459072       0.44413185       0.44779241       0.56239284       0.53110675       0.21393459       0.19367232
      1059       0.44473671       0.44427752       0.44794062       0.56254966       0.53125675       0.21374068       0.19349896
