  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
      1375       0.25264775       0.25103728       0.26388472       0.33410834       0.32498498       0.54258256       0.49486124
      1376       0.24904268       0.24742054       0.26036103       0.32967722       0.32091099       0.54848439       0.50027292
      1377       0.24473829       0.24310119       0.25616100       0.32436857       0.31603612       0.55556272       0.50677267
      1378       0.24043117       0.23877948       0.25195566       0.31903478       0.31113561       0.56266503       0.51329751
      1379       0.23574585       0.23407784       0.24738423       0.31322501       0.30579923       0.57037154       0.52037917
      1380       0.23215597       0.23047696       0.24387110       0.30873235       0.30166450       0.57634742       0.52587537
      1381       0.22678885       0.22509665       0.23859596       0.30211702       0.29554959       0.58487601       0.53365453
      1382       0.22139946       0.21969389       0.23329997       0.29545188       0.28938851       0.59344997       0.54147628
      1383       0.21551921       0.21379715       0.22753474       0.28815285       0.28265148       0.60284313       0.55005827
      1384       0.21068482       0.20895229       0.22277335       0.28211505       0.27705991       0.61057622       0.55711111
      1385       0.20434691       0.20259661       0.21655951       0.27419248       0.26974414       0.62071211       0.56637320
      1386       0.19830275       0.19653295       0.21065136       0.26656476       0.26271561       0.63054168       0.57539320
      1387       0.19239856       0.19060966       0.20488047       0.25906371       0.25580273       0.64020343       0.58427142
      1388       0.18607859       0.18426931       0.19870266       0.25101142       0.24837809       0.65051626       0.59374597
      1389       0.18133935       0.17951722       0.19405306       0.24489543       0.24272485       0.65836858       0.60096879
      1390       0.17527054       0.17342937       0.18811709       0.23708794       0.23551813       0.66830905       0.61010988
      1391       0.16986027       0.16800078       0.18283470       0.23005518       0.22903348       0.67730968       0.61842105
      1392       0.16449659       0.16261905       0.17759700       0.22305048       0.22257130       0.68624361       0.62667576
      1393       0.15953285       0.15763926       0.17274515       0.21652517       0.21654539       0.69454749       0.63435451
      1394       0.15414784       0.15223562       0.16749019       0.20944349       0.21000881       0.70350659       0.64264141
      1395       0.15026733       0.14834482       0.16368149       0.20424678       0.20519435       0.71010948       0.64876003
      1396       0.14585286       0.14391633       0.15936482       0.19836639       0.19975565       0.71752172       0.65562710
      1397       0.14112607       0.13917288       0.15475429       0.19208292       0.19394964       0.72539049       0.66291760
      1398       0.13701988       0.13505311       0.15074284       0.18658070       0.18885859       0.73227282       0.66930032
      1399       0.13314705       0.13116752       0.14695900       0.18137052       0.18403535       0.73877162       0.67533083
      1400       0.12951343       0.12752198       0.14340863       0.17646320       0.17949030       0.74487616       0.68099888
      1401       0.12610036       0.12409787       0.14007250       0.17183331       0.17519949       0.75062298       0.68633813
      1402       0.12259536       0.12058081       0.13665175       0.16708068       0.17079677       0.75649633       0.69179599
      1403       0.11961494       0.11759124       0.13373510       0.16299760       0.16700707       0.76154563       0.69649361
      1404       0.11693326       0.11490193       0.13110670       0.15929773       0.16356881       0.76611890       0.70075203
      1405       0.11476049       0.11272432       0.12896766       0.15625803       0.16073640       0.76988685       0.70426552
      1406       0.11228995       0.11024631       0.12654926       0.15284289       0.15756282       0.77408600       0.70817768
      1407       0.11003773       0.10798744       0.12434339       0.14971692       0.15465614       0.77792456       0.71175594
      1408       0.10792305       0.10586644       0.12227288       0.14677691       0.15192195       0.78152725       0.71511549
      1409       0.10580516       0.10374133       0.12020533       0.14384835       0.14920193       0.78509867       0.71844471
      1410       0.10390900       0.10183960       0.11834804       0.14121647       0.14675172       0.78829415       0.72141685
      1411       0.10231558       0.10023725       0.11681691       0.13894239       0.14466016       0.79117831       0.72417940
      1412       0.10076978       0.09868313       0.11532918       0.13673884       0.14263083       0.79395684       0.72683559
      1413       0.09940248       0.09730820       0.11401518       0.13477886       0.14082703       0.79643645       0.72921404
      1414       0.09809437       0.09599173       0.11276534       0.13290426       0.13910731       0.79881740       0.73150900
      1415       0.09686208       0.09475189       0.11158573       0.13113847       0.13748514       0.80105002       0.73365735
      1416       0.09572954       0.09361253       0.11050076       0.12951893       0.13599619       0.80308796       0.73561534
      1417       0.09470021       0.09257671       0.10951676       0.12804319       0.13464091       0.80494955       0.73740899
      1418       0.09368483       0.09155465       0.10854796       0.12659185       0.13330922       0.80677679       0.73917035
      1419       0.09279896       0.09066287       0.10770339       0.12531233       0.13213564       0.80839883       0.74074135
      1420       0.09200064       0.08985876       0.10694537       0.12415929       0.13108040       0.80986525       0.74216661
      1421       0.09120021       0.08905447       0.10617191       0.12302720       0.13003287       0.81125084       0.74348043
      1422       0.09044654       0.08829643       0.10544881       0.12195909       0.12904867       0.81256981       0.74474065
      1423       0.08973500       0.08758117       0.10476321       0.12095447       0.12812037       0.81379862       0.74590780
      1424       0.08908707       0.08692970       0.10413992       0.12003962       0.12727574       0.81491860       0.74697319
      1425       0.08833589       0.08617399       0.10342034       0.11899604       0.12631433       0.81618479       0.74817373
      1426       0.08777232       0.08560743       0.10287765       0.11821128       0.12558897       0.81713163       0.74906754
      1427       0.08726421       0.08509661       0.10238849       0.11750193       0.12493338       0.81798875       0.74987770
      1428       0.08681610       0.08464595       0.10195818       0.11687806       0.12435759       0.81874274       0.75059125
      1429       0.08638253       0.08421052       0.10153754       0.11627586       0.12379820       0.81945920       0.75126111
      1430       0.08593373       0.08375894       0.10110818       0.11565668       0.12322787       0.82020445       0.75196594
      1431       0.08556664       0.08339029       0.10075190       0.11514575       0.12275309       0.82081217       0.75253432
      1432       0.08516597       0.08298698       0.10036970       0.11459496       0.12224657       0.82147491       0.75316185
      1433       0.08490455       0.08272416       0.10011800       0.11423883       0.12191709       0.82189499       0.75355387
      1434       0.08454106       0.08235817       0.09977199       0.11375888       0.12147605       0.82245439       0.75407420
      1435       0.08426108       0.08207639       0.09950457       0.11338571       0.12113239       0.82289086       0.75448055
      1436       0.08401219       0.08182603       0.09926598       0.11305043       0.12082295       0.82328441       0.75484740
      1437       0.08375636       0.08156846       0.09902226       0.11271168       0.12051146       0.82367941       0.75521492
      1438       0.08353355       0.08134400       0.09881097       0.11242052       0.12024448       0.82401725       0.75552875
      1439       0.08336473       0.08117415       0.09864930       0.11219374       0.12003529       0.82428309       0.75577643
      1440       0.08319428       0.08100255       0.09848689       0.11196786       0.11982754       0.82454646       0.75602149
      1441       0.08303838       0.08084541       0.09833962       0.11176636       0.11964321       0.82477923       0.75623742
      1442       0.08293221       0.08073812       0.09824123       0.11163669       0.11952612       0.82492569       0.75637231
      1443       0.08286991       0.08067470       0.09818683       0.11157379       0.11947214       0.82499057       0.75643027
      1444       0.08281071       0.08061412       0.09813719       0.11152218       0.11942998       0.82503919       0.75647221
      1445       0.08279018       0.08059256       0.09812387       0.11151977       0.11943264       0.82503139       0.75646188
      1446       0.08273932       0.08054112       0.09807706       0.11147814       0.11939544       0.82505818       0.75647508
      1447       0.08270204       0.08050354       0.09804188       0.11144937       0.11936906       0.82507220       0.75647701
      1448       0.08269954       0.08050054       0.09804286       0.11145946       0.11938097       0.82505471       0.75645907
      1449       0.08270931       0.08051037       0.09805224       0.11149194       0.11941070       0.82499781       0.75639515
      1450       0.08272503       0.08052628       0.09806660       0.11152958       0.11944466       0.82493601       0.75632702
      1451       0.08277147       0.08057284       0.09811224       0.11159685       0.11950762       0.82485521       0.75625108
      1452       0.08281125       0.08061181       0.09815760       0.11166013       0.11957185       0.82478766       0.75619541
      1453       0.08287768       0.08067779       0.09822721       0.11177350       0.11968107       0.82464468       0.75605918
      1454       0.08296973       0.08076867       0.09832744       0.11192615       0.11983146       0.82446422       0.75589597
      1455       0.08308485       0.08088345       0.09844494       0.11210995       0.12000662       0.82423649       0.75568015
      1456       0.08322716       0.08102442       0.09859655       0.11232377       0.12021619       0.82399768       0.75547185
      1457       0.08337962       0.08117505       0.09876184       0.11254761       0.12043829       0.82375935       0.75527294
      1458       0.08359966       0.08139366       0.09899183       0.11286211       0.12074402       0.82341470       0.75497495
      1459       0.08378417       0.08157694       0.09918498       0.11313679       0.12101057       0.82310264       0.75469784
      1460       0.08396062       0.08175159       0.09937387       0.11339518       0.12126502       0.82282275       0.75445982
      1461       0.08426991       0.08206136       0.09967987       0.11383023       0.12167408       0.82231482       0.75399244
      1462       0.08455211       0.08234306       0.09996558       0.11423162       0.12205670       0.82185571       0.75357881
      1463       0.08486723       0.08265816       0.10028084       0.11468843       0.12248862       0.82131584       0.75308004
      1464       0.08532225       0.08311322       0.10073553       0.11533505       0.12310000       0.82056286       0.75239083
      1465       0.08574569       0.08353691       0.10115725       0.11594727       0.12367725       0.81983563       0.75171622
      1466       0.08616469       0.08395589       0.10157639       0.11655960       0.12425584       0.81910516       0.75103791
      1467       0.08676491       0.08455744       0.10216740       0.11740760       0.12505035       0.81810052       0.75010496
      1468       0.08726829       0.08506126       0.10266767       0.11813305       0.12573334       0.81723603       0.74930182
      1469       0.08779936       0.08559231       0.10319884       0.11889298       0.12645170       0.81634244       0.74848033
      1470       0.08847166       0.08626586       0.10386236       0.11984887       0.12734806       0.81520379       0.74742125
      1471       0.08902452       0.08681958       0.10440929       0.12065492       0.12810426       0.81422527       0.74650179
      1472       0.08958576       0.08738103       0.10496907       0.12147115       0.12887375       0.81324538       0.74558962
      1473       0.09035755       0.08815514       0.10572469       0.12256396       0.12989322       0.81192994       0.74435717
      1474       0.09093791       0.08873589       0.10630230       0.12340224       0.13068246       0.81092389       0.74342116
      1475       0.09179934       0.08960001       0.10714492       0.12461688       0.13181476       0.80946143       0.74205167
      1476       0.09246693       0.09027024       0.10779418       0.12558096       0.13270964       0.80826754       0.74091470
      1477       0.09315203       0.09095828       0.10845870       0.12656191       0.13361879       0.80705561       0.73976180
      1478       0.09391721       0.09172690       0.10919993       0.12764854       0.13462512       0.80571806       0.73849219
      1479       0.09461595       0.09242838       0.10987956       0.12865377       0.13555793       0.80447202       0.73730710
      1480       0.09549976       0.09331595       0.11073709       0.12990608       0.13671852       0.80293183       0.73584834
      1481       0.09616936       0.09398770       0.11139169       0.13088220       0.13762647       0.80171305       0.73468767
      1482       0.09696039       0.09478147       0.11216359       0.13202203       0.13868569       0.80029777       0.73334407
      1483       0.09766864       0.09549130       0.11286081       0.13304967       0.13964534       0.79902619       0.73214286
      1484       0.09852755       0.09635355       0.11369640       0.13427207       0.14077920       0.79751330       0.73070972
      1485       0.09924999       0.09707871       0.11439987       0.13530789       0.14174018       0.79622305       0.72948440
      1486       0.09997011       0.09779938       0.11511620       0.13632020       0.14269218       0.79501435       0.72837036
      1487       0.10091801       0.09874925       0.11605028       0.13763014       0.14391743       0.79345269       0.72692869
      1488       0.10171296       0.09954523       0.11683808       0.13873772       0.14495661       0.79213001       0.72570926
      1489       0.10274036       0.10057540       0.11784620       0.14014115       0.14626585       0.79045966       0.72416807
      1490       0.10351034       0.10134621       0.11861036       0.14121449       0.14727347       0.78917580       0.72298485
      1491       0.10454988       0.10238801       0.11963412       0.14264564       0.14861088       0.78746314       0.72140304
      1492       0.10541069       0.10324963       0.12048932       0.14385027       0.14974193       0.78601397       0.72006502
      1493       0.10641730       0.10425772       0.12148556       0.14524981       0.15105296       0.78432932       0.71850790
      1494       0.10729369       0.10513468       0.12235801       0.14648028       0.15220919       0.78284315       0.71713501
      1495       0.10840910       0.10625244       0.12345696       0.14801295       0.15364097       0.78100065       0.71543260
      1496       0.10936200       0.10720710       0.12439760       0.14934033       0.15488161       0.77938527       0.71393220
      1497       0.11043891       0.10828670       0.12545578       0.15082380       0.15626447       0.77758496       0.71226083
      1498       0.11146239       0.10931244       0.12646352       0.15223828       0.15758431       0.77586428       0.71066341
      1499       0.11238145       0.11023291       0.12737268       0.15350138       0.15876645       0.77434243       0.70926029
      1500       0.11348662       0.11134145       0.12845436       0.15500324       0.16016284       0.77252361       0.70757419
      1501       0.11429481       0.11215286       0.12924009       0.15613350       0.16120820       0.77110445       0.70623293
      1502       0.11536383       0.11322671       0.13027544       0.15760035       0.16256209       0.76928165       0.70451795
      1503       0.11637547       0.11424173       0.13126343       0.15899942       0.16385972       0.76754546       0.70289070
      1504       0.11747846       0.11534924       0.13233494       0.16052011       0.16526530       0.76564753       0.70110539
      1505       0.11860044       0.11647568       0.13342577       0.16204901       0.16667942       0.76375829       0.69933810
      1506       0.11949187       0.11736835       0.13430853       0.16326629       0.16781836       0.76228376       0.69798054
      1507       0.12060585       0.11848551       0.13540031       0.16477387       0.16921981       0.76044543       0.69627783
      1508       0.12144174       0.11932220       0.13623065       0.16591943       0.17029329       0.75905374       0.69499705
      1509       0.12260947       0.12049272       0.13737896       0.16749189       0.17175805       0.75714784       0.69324019
      1510       0.12376369       0.12164968       0.13851400       0.16904339       0.17320314       0.75526652       0.69150668
      1511       0.12480035       0.12268846       0.13953583       0.17043999       0.17450560       0.75357185       0.68994628
      1512       0.12598652       0.12387677       0.14070711       0.17202944       0.17598973       0.75165416       0.68818733
      1513       0.12686930       0.12476034       0.14158440       0.17323485       0.17711883       0.75018188       0.68683210
      1514       0.12805934       0.12595310       0.14275541       0.17483082       0.17860513       0.74823910       0.68504186
      1515       0.12928267       0.12717884       0.14396195       0.17646082       0.18012555       0.74627001       0.68323611
      1516       0.13021881       0.12811596       0.14489133       0.17771392       0.18129903       0.74475927       0.68185555
      1517       0.13143408       0.12933348       0.14609078       0.17931259       0.18279129       0.74284870       0.68011412
      1518       0.13257408       0.13047538       0.14721754       0.18081089       0.18419101       0.74105988       0.67848574
      1519       0.13352121       0.13142352       0.14815763       0.18207405       0.18537344       0.73953458       0.67709196
      1520       0.13463959       0.13254329       0.14926637       0.18355048       0.18675485       0.73776502       0.67548058
      1521       0.13584048       0.13374827       0.15043862       0.18515331       0.18823834       0.73577755       0.67363451
      1522       0.13675574       0.13466516       0.15134256       0.18639017       0.18939116       0.73424486       0.67221692
      1523       0.13797417       0.13588777       0.15253188       0.18801297       0.19089273       0.73222984       0.67034578
      1524       0.13921892       0.13713662       0.15374796       0.18967260       0.19242896       0.73016506       0.66842834
      1525       0.14016660       0.13808619       0.15468250       0.19094480       0.19361330       0.72858708       0.66696973
      1526       0.14130971       0.13923414       0.15579178       0.19247893       0.19502634       0.72664252       0.66514795
      1527       0.14242178       0.14035024       0.15687577       0.19396808       0.19640185       0.72476609       0.66339752
      1528       0.14334455       0.14127661       0.15777346       0.19521884       0.19755500       0.72316377       0.66189282
      1529       0.14437254       0.14230855       0.15877386       0.19658937       0.19881942       0.72143556       0.66028087
      1530       0.14539756       0.14333752       0.15977133       0.19795434       0.20007855       0.71971295       0.65867451
      1531       0.14661782       0.14456235       0.16095968       0.19955796       0.20155905       0.71771511       0.65682253
      1532       0.14750036       0.14544736       0.16182493       0.20073578       0.20265050       0.71623398       0.65544768
      1533       0.14864967       0.14660075       0.16294586       0.20224922       0.20404865       0.71434226       0.65369380
      1534       0.14975874       0.14771361       0.16402846       0.20371082       0.20539943       0.71251184       0.65199688
      1535       0.15087049       0.14882949       0.16511140       0.20516752       0.20674390       0.71069133       0.65030997
      1536       0.15172893       0.14969006       0.16595494       0.20629546       0.20779083       0.70929001       0.64901883
      1537       0.15284242       0.15080618       0.16705008       0.20774768       0.20913984       0.70750106       0.64737676
      1538       0.15386458       0.15183084       0.16805487       0.20909409       0.21038941       0.70582078       0.64582644
      1539       0.15509036       0.15306019       0.16925567       0.21069693       0.21187379       0.70382323       0.64398346
      1540       0.15609452       0.15406603       0.17024817       0.21201422       0.21310072       0.70219148       0.64248626
      1541       0.15700558       0.15497892       0.17114639       0.21321680       0.21421848       0.70068463       0.64109663
      1542       0.15814570       0.15612221       0.17226439       0.21470548       0.21559762       0.69882533       0.63938205
      1543       0.15924234       0.15722097       0.17334626       0.21613688       0.21692899       0.69704911       0.63775173
      1544       0.16042756       0.15840951       0.17450836       0.21768153       0.21835961       0.69511668       0.63596981
      1545       0.16132227       0.15930601       0.17539054       0.21885756       0.21945241       0.69363964       0.63460847
      1546       0.16224020       0.16022675       0.17628892       0.22006181       0.22056580       0.69211426       0.63319529
      1547       0.16337193       0.16136318       0.17738780       0.22153625       0.22192192       0.69023840       0.63145157
      1548       0.16436841       0.16236365       0.17835650       0.22283933       0.22312107       0.68857343       0.62990267
      1549       0.16540983       0.16340903       0.17937021       0.22420384       0.22437760       0.68682690       0.62827795
      1550       0.16636957       0.16437172       0.18030939       0.22545792       0.22553660       0.68523393       0.62680315
      1551       0.16722054       0.16522654       0.18113350       0.22658056       0.22656634       0.68377242       0.62543474
      1552       0.16804885       0.16605818       0.18193855       0.22766369       0.22756249       0.68238032       0.62413875
      1553       0.16908699       0.16710063       0.18294664       0.22901230       0.22880223       0.68065475       0.62253512
      1554       0.16995739       0.16797435       0.18379393       0.23015198       0.22985121       0.67918613       0.62116834
      1555       0.17094923       0.16897020       0.18475775       0.23144161       0.23103700       0.67753079       0.61962978
      1556       0.17193124       0.16995479       0.18572173       0.23270900       0.23221072       0.67593521       0.61816175
      1557       0.17284921       0.17087454       0.18662735       0.23388655       0.23330523       0.67447129       0.61682311
      1558       0.17350882       0.17153509       0.18728036       0.23474792       0.23410699       0.67338185       0.61582173
      1559       0.17432732       0.17235489       0.18808980       0.23579822       0.23508469       0.67207661       0.61462966
      1560       0.17516133       0.17319072       0.18891114       0.23687758       0.23608603       0.67071337       0.61337583
      1561       0.17600282       0.17403437       0.18973750       0.23795887       0.23708748       0.66935259       0.61212506
      1562       0.17680636       0.17483995       0.19052677       0.23898997       0.23804255       0.66805525       0.61093320
      1563       0.17768891       0.17572434       0.19139656       0.24011315       0.23908570       0.66666042       0.60965915
      1564       0.17842448       0.17646141       0.19212159       0.24106192       0.23996628       0.66546189       0.60855803
      1565       0.17937728       0.17741673       0.19305681       0.24228378       0.24109726       0.66391890       0.60713917
      1566       0.18008424       0.17812557       0.19375062       0.24320346       0.24194777       0.66273548       0.60604439
      1567       0.18097869       0.17902299       0.19462441       0.24435383       0.24300872       0.66126423       0.60468480
      1568       0.18169282       0.17973903       0.19532519       0.24528158       0.24386655       0.66006929       0.60357953
      1569       0.18249487       0.18054360       0.19610967       0.24631504       0.24482027       0.65874384       0.60235446
      1570       0.18329383       0.18134507       0.19689110       0.24734386       0.24576962       0.65742373       0.60113442
      1571       0.18408858       0.18214216       0.19766954       0.24837013       0.24671738       0.65610342       0.59991391
      1572       0.18489667       0.18295280       0.19845987       0.24940929       0.24767615       0.65476872       0.59868061
      1573       0.18573920       0.18379798       0.19928388       0.25049188       0.24867494       0.65337748       0.59739524
      1574       0.18658424       0.18464585       0.20010915       0.25157357       0.24967200       0.65198964       0.59611344
      1575       0.18722917       0.18529233       0.20074329       0.25241182       0.25044769       0.65090283       0.59510829
      1576       0.18817022       0.18623652       0.20166244       0.25361517       0.25155686       0.64935708       0.59368090
      1577       0.18884214       0.18691041       0.20232060       0.25448028       0.25235556       0.64824057       0.59264905
      1578       0.18955475       0.18762463       0.20302193       0.25538688       0.25319575       0.64709159       0.59159531
      1579       0.19035248       0.18842540       0.20379851       0.25639800       0.25412575       0.64579763       0.59040127
      1580       0.19097874       0.18905381       0.20440975       0.25719568       0.25486056       0.64477223       0.58945480
      1581       0.19180568       0.18988259       0.20522388       0.25823019       0.25582020       0.64348478       0.58828186
      1582       0.19264867       0.19072747       0.20605363       0.25928493       0.25679840       0.64217110       0.58708449
      1583       0.19352290       0.19160367       0.20691414       0.26039825       0.25782987       0.64075023       0.58577972
      1584       0.19421384       0.19229502       0.20760219       0.26127786       0.25865150       0.63964387       0.58477182
      1585       0.19503058       0.19311291       0.20841099       0.26231012       0.25961225       0.63834580       0.58358786
      1586       0.19582519       0.19390875       0.20919698       0.26331013       0.26054240       0.63709202       0.58244513
      1587       0.19654272       0.19462775       0.20990422       0.26422118       0.26138722       0.63593069       0.58138006
      1588       0.19710799       0.19519337       0.21046712       0.26493171       0.26205126       0.63504762       0.58057909
      1589       0.19792264       0.19600964       0.21127040       0.26594849       0.26299516       0.63377715       0.57942180
      1590       0.19857703       0.19666499       0.21191811       0.26676464       0.26375489       0.63276309       0.57850066
      1591       0.19939135       0.19748241       0.21271082       0.26778903       0.26469664       0.63144625       0.57728652
      1592       0.20017228       0.19826552       0.21347658       0.26876744       0.26560093       0.63020489       0.57614898
      1593       0.20109446       0.19919079       0.21437710       0.26993360       0.26667496       0.62869693       0.57475825
      1594       0.20198048       0.20007900       0.21524791       0.27105065       0.26770860       0.62726872       0.57344778
      1595       0.20276723       0.20086744       0.21602286       0.27204420       0.26862925       0.62599683       0.57228142
      1596       0.20325710       0.20136035       0.21649156       0.27269410       0.26921810       0.62508548       0.57141809
      1597       0.20392988       0.20203658       0.21714019       0.27355801       0.27000586       0.62392448       0.57033316
      1598       0.20448349       0.20259345       0.21767107       0.27426791       0.27065076       0.62296621       0.56943543
      1599       0.20519709       0.20331066       0.21835954       0.27518280       0.27148536       0.62173787       0.56828859
      1600       0.20592042       0.20403780       0.21905623       0.27610681       0.27232738       0.62050044       0.56713354
      1601       0.20654950       0.20467022       0.21966195       0.27691452       0.27306306       0.61941035       0.56611419
      1602       0.20705556       0.20517907       0.22014859       0.27756981       0.27365913       0.61851482       0.56527404
      1603       0.20784708       0.20597479       0.22091075       0.27857456       0.27457458       0.61717319       0.56402401
      1604       0.20838132       0.20651209       0.22142369       0.27926163       0.27519897       0.61623854       0.56314826
      1605       0.20914112       0.20727568       0.22215704       0.28023295       0.27608508       0.61493318       0.56193088
      1606       0.20969185       0.20782738       0.22270107       0.28092406       0.27672664       0.61404963       0.56112325
      1607       0.21024101       0.20837748       0.22324360       0.28161249       0.27736576       0.61316917       0.56031866
      1608       0.21063469       0.20877160       0.22363418       0.28210490       0.27782434       0.61254414       0.55974947
      1609       0.21127081       0.20940913       0.22426047       0.28289942       0.27856024       0.61152841       0.55882036
      1610       0.21167758       0.20981623       0.22466498       0.28341156       0.27903778       0.61087436       0.55822395
      1611       0.21226871       0.21040827       0.22524970       0.28415512       0.27972846       0.60991808       0.55734918
      1612       0.21282660       0.21096698       0.22580191       0.28485677       0.28038051       0.60901635       0.55652460
      1613       0.21352372       0.21166554       0.22648901       0.28572974       0.28118944       0.60789396       0.55549705
      1614       0.21402191       0.21216367       0.22698755       0.28634896       0.28176985       0.60711982       0.55479714
      1615       0.21455740       0.21270008       0.22751673       0.28701791       0.28239095       0.60626325       0.55401468
      1616       0.21496762       0.21311229       0.22791295       0.28753943       0.28286684       0.60556135       0.55336104
      1617       0.21540672       0.21355434       0.22833154       0.28810042       0.28337390       0.60479034       0.55263710
      1618       0.21575342       0.21390267       0.22866687       0.28854524       0.28377998       0.60418496       0.55207216
      1619       0.21638450       0.21453682       0.22927652       0.28933663       0.28450256       0.60313598       0.55109962
      1620       0.21668268       0.21483648       0.22956439       0.28972048       0.28485246       0.60261000       0.55060782
      1621       0.21723571       0.21539182       0.23010125       0.29042388       0.28549648       0.60166585       0.54973078
      1622       0.21773959       0.21589852       0.23058544       0.29107163       0.28608498       0.60077319       0.54889453
      1623       0.21829247       0.21645372       0.23112215       0.29177412       0.28672811       0.59982936       0.54801803
      1624       0.21890732       0.21707110       0.23171937       0.29255396       0.28744241       0.59878383       0.54704793
      1625       0.21937625       0.21754208       0.23217402       0.29315094       0.28798836       0.59797754       0.54629817
      1626       0.21967283       0.21784014       0.23246022       0.29353246       0.28833596       0.59745354       0.54580824
      1627       0.22023039       0.21839971       0.23300375       0.29422665       0.28897397       0.59654688       0.54497370
      1628       0.22043116       0.21860098       0.23320110       0.29448091       0.28920883       0.59621013       0.54466335
      1629       0.22091306       0.21908531       0.23366599       0.29508691       0.28976130       0.59539781       0.54390882
      1630       0.22120927       0.21938250       0.23395539       0.29545704       0.29010192       0.59491224       0.54346182
      1631       0.22159664       0.21977081       0.23433617       0.29594790       0.29055530       0.59426168       0.54286211
      1632       0.22170871       0.21988241       0.23445159       0.29610461       0.29070375       0.59403941       0.54265577
      1633       0.22224630       0.22042161       0.23497793       0.29677961       0.29132571       0.59315027       0.54183678
      1634       0.22260354       0.22077968       0.23532936       0.29723174       0.29174352       0.59254974       0.54128354
      1635       0.22310234       0.22127995       0.23581786       0.29785741       0.29232011       0.59172469       0.54052383
      1636       0.22324495       0.22142253       0.23596073       0.29804554       0.29249575       0.59146763       0.54028610
      1637       0.22372096       0.22190029       0.23642454       0.29863611       0.29303829       0.59069522       0.53957545
      1638       0.22390906       0.22208867       0.23661069       0.29887721       0.29326186       0.59037164       0.53927701
      1639       0.22430243       0.22248317       0.23699615       0.29937113       0.29371715       0.58971926       0.53867618
      1640       0.22436668       0.22254713       0.23706244       0.29946165       0.29380295       0.58959039       0.53855636
      1641       0.22488076       0.22306308       0.23756345       0.30009891       0.29438844       0.58875600       0.53778885
      1642       0.22510443       0.22328732       0.23778313       0.30038104       0.29464886       0.58838173       0.53744402
      1643       0.22557898       0.22376363       0.23824546       0.30096929       0.29518917       0.58761176       0.53673559
      1644       0.22582031       0.22400577       0.23848113       0.30127048       0.29546620       0.58721593       0.53637104
      1645       0.22619673       0.22438379       0.23884636       0.30173324       0.29589014       0.58661433       0.53581779
      1646       0.22639708       0.22458310       0.23905389       0.30195579       0.29610635       0.58639262       0.53563468
      1647       0.22684635       0.22503168       0.23950804       0.30247897       0.29660259       0.58580081       0.53511761
      1648       0.22688651       0.22506994       0.23956148       0.30250888       0.29664329       0.58582595       0.53516087
      1649       0.22741570       0.22559833       0.24009620       0.30313696       0.29723788       0.58508913       0.53451001
      1650       0.22750923       0.22568980       0.24020413       0.30324027       0.29734778       0.58501129       0.53445759
      1651       0.22766222       0.22584195       0.24036298       0.30341795       0.29751995       0.58482109       0.53429558
      1652       0.22758053       0.22575762       0.24029977       0.30330307       0.29742915       0.58503014       0.53450731
      1653       0.22797398       0.22615118       0.24069238       0.30377598       0.29787216       0.58445490       0.53399140
      1654       0.22767799       0.22585150       0.24042213       0.30340198       0.29754458       0.58499831       0.53450990
      1655       0.22782991       0.22600240       0.24058120       0.30358115       0.29771905       0.58480263       0.53434268
      1656       0.22765970       0.22583231       0.24041014       0.30339676       0.29754395       0.58498869       0.53449891
      1657       0.22785624       0.22603088       0.24059254       0.30365566       0.29777323       0.58460564       0.53413243
      1658       0.22751414       0.22568767       0.24025820       0.30325173       0.29740044       0.58510242       0.53458094
      1659       0.22737195       0.22554604       0.24011206       0.30309622       0.29725013       0.58525767       0.53470916
      1660       0.22721239       0.22538682       0.23995021       0.30292205       0.29708355       0.58543391       0.53485653
      1661       0.22712810       0.22530346       0.23985940       0.30283559       0.29699587       0.58550197       0.53490466
      1662       0.22674200       0.22491711       0.23947505       0.30237608       0.29656593       0.58605687       0.53540091
      1663       0.22672159       0.22489698       0.23945260       0.30236555       0.29655340       0.58604315       0.53538020
      1664       0.22637915       0.22455427       0.23911209       0.30196381       0.29617745       0.58651883       0.53580307
      1665       0.22636170       0.22453814       0.23908537       0.30195732       0.29616248       0.58648533       0.53575796
      1666       0.22599404       0.22417013       0.23872020       0.30152446       0.29575788       0.58700217       0.53621852
      1667       0.22590345       0.22408012       0.23862555       0.30141693       0.29565347       0.58712651       0.53632570
      1668       0.22553587       0.22371253       0.23825804       0.30097750       0.29524107       0.58765894       0.53680119
      1669       0.22540389       0.22358133       0.23812066       0.30083170       0.29509881       0.58780538       0.53692131
      1670       0.22542036       0.22359921       0.23812727       0.30086580       0.29512140       0.58771784       0.53682717
      1671       0.22632093       0.22450410       0.23899775       0.30197795       0.29613707       0.58624569       0.53546827
      1672       0.22591724       0.22409805       0.23861049       0.30149654       0.29569921       0.58685916       0.53603023
      1673       0.22587879       0.22405965       0.23857167       0.30146666       0.29566978       0.58686739       0.53602948
      1674       0.22560156       0.22378150       0.23830085       0.30114246       0.29537047       0.58725927       0.53638158
      1675       0.22541226       0.22359090       0.23812061       0.30092141       0.29517042       0.58753703       0.53663521
      1676       0.22494549       0.22312174       0.23767055       0.30035791       0.29465616       0.58826172       0.53729986
      1677       0.22480654       0.22298234       0.23753471       0.30018564       0.29449757       0.58848874       0.53750837
