Wl	avg med mob 10
505.36	0.089317834
505.6	0.08946663
505.84	0.089610363
506.08	0.089752664
506.32	0.089897495
506.56	0.090043873
506.8	0.090191053
507.04	0.090337486
507.28	0.0904819
507.52	0.090627095
507.76	0.090775312
508	0.090930156
508.24	0.091079806
508.48	0.091235709
508.72	0.091397788
508.96	0.091558477
509.2	0.091714917
509.44	0.091874949
509.68	0.09203857
509.92	0.092202205
510.16	0.092361538
510.4	0.092529689
510.64	0.092705832
510.88	0.092869477
511.12	0.093032666
511.36	0.093189596
511.6	0.093346529
511.84	0.09351266
512.08	0.09368151
512.32	0.093853002
512.56	0.094034413
512.8	0.094221147
513.04	0.094400969
513.28	0.094569612
513.52	0.094741594
513.76	0.094919243
514	0.095089887
514.24	0.095265454
514.48	0.095444195
514.72	0.095604234
514.96	0.095764456
515.2	0.095917103
515.44	0.096062028
515.68	0.096211876
515.92	0.096379825
516.16	0.096551239
516.4	0.096709401
516.64	0.096875761
516.88	0.097041422
517.12	0.097195333
517.36	0.097359188
517.6	0.097521372
517.84	0.097684996
518.08	0.097859875
518.32	0.098045049
518.56	0.098230087
518.8	0.098414938
519.04	0.098599803
519.28	0.098778142
519.52	0.098951551
519.76	0.099126421
520	0.099299379
520.24	0.099474762
520.48	0.09965007
520.72	0.099817991
520.96	0.099965612
521.2	0.100113413
521.44	0.100270816
521.68	0.100437603
521.92	0.100612607
522.16	0.100786541
522.4	0.10095938
522.64	0.101138499
522.88	0.101319895
523.12	0.10150444
523.36	0.10169115
523.6	0.101888421
523.84	0.102062678
524.08	0.102221988
524.32	0.102385958
524.56	0.102546356
524.8	0.102710949
525.04	0.102874458
525.28	0.10303853
525.52	0.103201315
525.76	0.103361768
526	0.103513235
526.24	0.103652665
526.48	0.103809539
526.72	0.10398064
526.96	0.10414752
527.2	0.10432154
527.44	0.104489677
527.68	0.10465933
527.92	0.104826739
528.16	0.10498884
528.4	0.105151779
528.64	0.105311821
528.88	0.105469345
529.12	0.105622665
529.36	0.105774993
529.6	0.105931188
529.84	0.106076114
530.08	0.106227245
530.32	0.10637142
530.56	0.106514189
530.8	0.106667788
531.04	0.106823154
531.28	0.106974825
531.52	0.107129292
531.76	0.10728296
532	0.107426736
532.24	0.107561691
532.48	0.107705426
532.72	0.10785298
532.96	0.108011698
533.2	0.108166494
533.44	0.108306532
533.68	0.108447544
533.92	0.108596506
534.16	0.108745056
534.4	0.1088987
534.64	0.109054659
534.88	0.10920149
535.12	0.109335538
535.36	0.10946653
535.6	0.109598351
535.84	0.109723662
536.08	0.109847293
536.32	0.109979647
536.56	0.110115856
536.8	0.110255587
537.04	0.110388235
537.28	0.110513359
537.52	0.110641903
537.76	0.110785586
538	0.110928349
538.24	0.111059718
538.48	0.111194221
538.72	0.111332299
538.96	0.11145669
539.2	0.11158411
539.44	0.111710235
539.68	0.111834851
539.92	0.111962448
540.16	0.112095298
540.4	0.112226682
540.64	0.112358129
540.88	0.112487105
541.12	0.112616389
541.36	0.112751224
541.6	0.112889716
541.84	0.113019586
542.08	0.113145455
542.32	0.113268945
542.56	0.113396553
542.8	0.113532318
543.04	0.113674545
543.28	0.113808849
543.52	0.113950614
543.76	0.114098117
544	0.114240123
544.24	0.114374347
544.48	0.114509243
544.72	0.114648669
544.96	0.114792808
545.2	0.114936893
545.44	0.115076521
545.68	0.115209389
545.92	0.115344656
546.16	0.115472104
546.4	0.115590116
546.64	0.115714676
546.88	0.115846134
547.12	0.115969581
547.36	0.116099639
547.6	0.116234658
547.84	0.116361518
548.08	0.116480501
548.32	0.116595947
548.56	0.116710786
548.8	0.116828129
549.04	0.116955612
549.28	0.117080588
549.52	0.117194759
549.76	0.117313759
550	0.117439835
550.24	0.117570306
550.48	0.117701486
550.72	0.117839651
550.96	0.117976248
551.2	0.118111389
551.44	0.118242784
551.68	0.118366236
551.92	0.118491088
552.16	0.11862701
552.4	0.118769856
552.64	0.118905106
552.88	0.119020073
553.12	0.119131091
553.36	0.119230678
553.6	0.119334333
553.84	0.119447404
554.08	0.119574753
554.32	0.119709044
554.56	0.119834035
554.8	0.11995276
555.04	0.120069754
555.28	0.120178069
555.52	0.120291253
555.76	0.120417455
556	0.120553429
556.24	0.120667088
556.48	0.120782461
556.72	0.120893285
556.96	0.120997178
557.2	0.121111164
557.44	0.121215501
557.68	0.121311041
557.92	0.121410979
558.16	0.121522105
558.4	0.121630891
558.64	0.121733893
558.88	0.12185367
559.12	0.121968708
559.36	0.122085579
559.6	0.122205149
559.84	0.12231818
560.08	0.122437633
560.32	0.122551604
560.56	0.122650356
560.8	0.122750268
561.04	0.122854183
561.28	0.122966449
561.52	0.123082929
561.76	0.123195791
562	0.123296652
562.24	0.12338986
562.48	0.123489986
562.72	0.123586876
562.96	0.123706939
563.2	0.123847273
563.44	0.123969933
563.68	0.124074523
563.92	0.124160894
564.16	0.124245247
564.4	0.12433831
564.64	0.12444477
564.88	0.124558551
565.12	0.124662311
565.36	0.124771403
565.6	0.12486193
565.84	0.124932159
566.08	0.125015826
566.32	0.125115718
566.56	0.125230611
566.8	0.125341185
567.04	0.125452629
567.28	0.125542121
567.52	0.125623734
567.76	0.125711326
568	0.125800971
568.24	0.125889278
568.48	0.125981771
568.72	0.126068907
568.96	0.126152902
569.2	0.126229105
569.44	0.126300601
569.68	0.126368363
569.92	0.126446967
570.16	0.126530828
570.4	0.126617472
570.64	0.126703586
570.88	0.126799097
571.12	0.126903069
571.36	0.127011749
571.6	0.127120451
571.84	0.127238368
572.08	0.127364447
572.32	0.127478884
572.56	0.12759774
572.8	0.127718189
573.04	0.127829009
573.28	0.127931317
573.52	0.128031901
573.76	0.128131164
574	0.128232348
574.24	0.128317264
574.48	0.128397582
574.72	0.128480434
574.96	0.128558903
575.2	0.128632917
575.44	0.128711915
575.68	0.128787681
575.92	0.128866378
576.16	0.128959147
576.4	0.12904182
576.64	0.129116936
576.88	0.129218435
577.12	0.129330498
577.36	0.129418096
577.6	0.129516127
577.84	0.129623002
578.08	0.129722336
578.32	0.129821291
578.56	0.129931582
578.8	0.130037888
579.04	0.130151923
579.28	0.130260814
579.52	0.13036448
579.76	0.130460618
580	0.130572381
580.24	0.130689203
580.48	0.130821765
580.72	0.130950896
580.96	0.131080885
581.2	0.131213391
581.44	0.131336837
581.68	0.131451189
581.92	0.131563321
582.16	0.131668822
582.4	0.131776808
582.64	0.131886361
582.88	0.131977669
583.12	0.132052856
583.36	0.132143177
583.6	0.132240689
583.84	0.132318106
584.08	0.132387994
584.32	0.132478949
584.56	0.132580253
584.8	0.132679178
585.04	0.132724725
585.28	0.132770746
585.52	0.132830095
585.76	0.132965057
586	0.133078467
586.24	0.133184029
586.48	0.133305198
586.72	0.133425092
586.96	0.133533467
587.2	0.133625111
587.44	0.133715157
587.68	0.133756005
587.92	0.133780621
588.16	0.133804032
588.4	0.133855483
588.64	0.133914479
588.88	0.133986014
589.12	0.134067203
589.36	0.134158753
589.6	0.134247473
589.84	0.134343532
590.08	0.134441268
590.32	0.134526906
590.56	0.134628124
590.8	0.13473195
591.04	0.134860634
591.28	0.134980575
591.52	0.135093285
591.76	0.135192325
592	0.135295566
592.24	0.135392143
592.48	0.13548449
592.72	0.135594251
592.96	0.135721262
593.2	0.135839827
593.44	0.135950769
593.68	0.13604726
593.92	0.136170337
594.16	0.136292211
594.4	0.136406569
594.64	0.1365059
594.88	0.136622913
595.12	0.1367582
595.36	0.136896232
595.6	0.13700987
595.84	0.137131376
596.08	0.137276887
596.32	0.137425538
596.56	0.137554174
596.8	0.137671029
597.04	0.137789026
597.28	0.137926339
597.52	0.13806702
597.76	0.138207533
598	0.138335169
598.24	0.138472665
598.48	0.138618259
598.72	0.138749001
598.96	0.138862545
599.2	0.138979226
599.44	0.139106792
599.68	0.139243833
599.92	0.13937271
600.16	0.139494826
600.4	0.139610994
600.64	0.139725601
600.88	0.139845969
601.12	0.139966028
601.36	0.140093834
601.6	0.140229185
601.84	0.140350309
602.08	0.140484496
602.32	0.140618986
602.56	0.140739042
602.8	0.140853203
603.04	0.140962036
603.28	0.141063323
603.52	0.141162554
603.76	0.141266946
604	0.141374307
604.24	0.141483503
604.48	0.141603021
604.72	0.141710003
604.96	0.141818827
605.2	0.141932011
605.44	0.142043311
605.68	0.142165198
605.92	0.142300101
606.16	0.142442667
606.4	0.142571375
606.64	0.14268971
606.88	0.142802985
607.12	0.142904875
607.36	0.143004409
607.6	0.14312185
607.84	0.143254999
608.08	0.143378906
608.32	0.143493018
608.56	0.14360313
608.8	0.143687057
609.04	0.143782137
609.28	0.14388313
609.52	0.143985158
609.76	0.144101659
610	0.144219088
610.24	0.144323107
610.48	0.144420836
610.72	0.144524573
610.96	0.144624725
611.2	0.144729163
611.44	0.144859585
611.68	0.144916694
611.92	0.144969793
612.16	0.145108026
612.4	0.145243191
612.64	0.145380052
612.88	0.14550905
613.12	0.145645191
613.36	0.14578961
613.6	0.145948317
613.84	0.146097031
614.08	0.146236654
614.32	0.146305347
614.56	0.146358541
614.8	0.146456395
615.04	0.146557178
615.28	0.146659514
615.52	0.146767038
615.76	0.146870643
616	0.146974682
616.24	0.147066444
616.48	0.147170865
616.72	0.147276315
616.96	0.147385788
617.2	0.147502759
617.44	0.147641865
617.68	0.147792239
617.92	0.147945238
618.16	0.148084324
618.4	0.148205224
618.64	0.148318269
618.88	0.148434425
619.12	0.148542198
619.36	0.14865372
619.6	0.148761021
619.84	0.14887289
620.08	0.148987665
620.32	0.149095605
620.56	0.149198625
620.8	0.149313869
621.04	0.149451244
621.28	0.14958865
621.52	0.149715106
621.76	0.149837253
622	0.14995935
622.24	0.150085287
622.48	0.150217886
622.72	0.150336752
622.96	0.150449484
623.2	0.150579387
623.44	0.150699411
623.68	0.150804141
623.92	0.15090752
624.16	0.151031743
624.4	0.151159413
624.64	0.151282716
624.88	0.151387853
625.12	0.151488241
625.36	0.151604716
625.6	0.151729536
625.84	0.151845608
626.08	0.151978778
626.32	0.152121485
626.56	0.152272368
626.8	0.152412161
627.04	0.152481051
627.28	0.152549081
627.52	0.152636478
627.76	0.152853643
628	0.153054654
628.24	0.153223745
628.48	0.153389651
628.72	0.153558768
628.96	0.153729091
629.2	0.153889217
629.44	0.15405347
629.68	0.154119685
629.92	0.154186164
630.16	0.154240902
630.4	0.154349043
630.64	0.154467533
630.88	0.154601479
631.12	0.15473528
631.36	0.154857916
631.6	0.154981427
631.84	0.155113828
632.08	0.155239095
632.32	0.155366722
632.56	0.155505609
632.8	0.155639018
633.04	0.155767354
633.28	0.155886331
633.52	0.156000258
633.76	0.15611111
634	0.156223628
634.24	0.156330282
634.48	0.15642366
634.72	0.156529566
634.96	0.156615585
635.2	0.156698543
635.44	0.156804001
635.68	0.15690664
635.92	0.156996755
636.16	0.15709719
636.4	0.157203657
636.64	0.157310564
636.88	0.157413815
637.12	0.157523504
637.36	0.157623163
637.6	0.157729399
637.84	0.157837136
638.08	0.157939868
638.32	0.158043116
638.56	0.158148468
638.8	0.158234794
639.04	0.158317286
639.28	0.158389279
639.52	0.158471421
639.76	0.158565599
640	0.158655069
640.24	0.158744672
640.48	0.158823935
640.72	0.158895563
640.96	0.158971461
641.2	0.159053382
641.44	0.159147499
641.68	0.159242509
641.92	0.159341282
642.16	0.159433373
642.4	0.159504064
642.64	0.159586131
642.88	0.159685665
643.12	0.159778895
643.36	0.159864041
643.6	0.159959114
643.84	0.160052998
644.08	0.160144973
644.32	0.160224927
644.56	0.160310376
644.8	0.160399761
645.04	0.160501949
645.28	0.160598934
645.52	0.160672766
645.76	0.160748648
646	0.160839145
646.24	0.160942647
646.48	0.161038935
646.72	0.161125634
646.96	0.1612111
647.2	0.161313701
647.44	0.161409478
647.68	0.16149065
647.92	0.161572056
648.16	0.161663106
648.4	0.161752639
648.64	0.161835509
648.88	0.161898104
649.12	0.161975574
649.36	0.162077046
649.6	0.16219919
649.84	0.162297118
650.08	0.162388843
650.32	0.162502169
650.56	0.162618821
650.8	0.162708494
651.04	0.162821669
651.28	0.162942204
651.52	0.163072066
651.76	0.163204704
652	0.163321261
652.24	0.163425205
652.48	0.163534561
652.72	0.163648337
652.96	0.163759946
653.2	0.163887305
653.44	0.164040617
653.68	0.1641572
653.92	0.164269054
654.16	0.164391849
654.4	0.164500085
654.64	0.164612558
654.88	0.164731624
655.12	0.164846135
655.36	0.16494468
655.6	0.165026939
655.84	0.165092864
656.08	0.165170671
656.32	0.165278526
656.56	0.165392435
656.8	0.165483761
657.04	0.165587717
657.28	0.165703545
657.52	0.165812885
657.76	0.165920079
658	0.166051551
658.24	0.166188577
658.48	0.16631816
658.72	0.166436942
658.96	0.166555569
659.2	0.166669574
659.44	0.166778786
659.68	0.166879126
659.92	0.166953635
660.16	0.167026986
660.4	0.167118696
660.64	0.167211966
660.88	0.167304034
661.12	0.167396123
661.36	0.167488661
661.6	0.167581265
661.84	0.167679986
662.08	0.167773966
662.32	0.167856287
662.56	0.167961594
662.8	0.168062263
663.04	0.16816746
663.28	0.168259146
663.52	0.168351315
663.76	0.16846589
664	0.16856967
664.24	0.16866329
664.48	0.168757718
664.72	0.168870021
664.96	0.168994097
665.2	0.169101089
665.44	0.169211461
665.68	0.16930139
665.92	0.169401347
666.16	0.16951803
666.4	0.169622527
666.64	0.169718434
666.88	0.169812049
667.12	0.169904256
667.36	0.170003368
667.6	0.170097969
667.84	0.17021974
668.08	0.170342535
668.32	0.170460395
668.56	0.170567549
668.8	0.170670167
669.04	0.170781312
669.28	0.170911342
669.52	0.171050683
669.76	0.171199049
670	0.171329679
670.24	0.17147279
670.48	0.171604336
670.72	0.171729015
670.96	0.171870015
671.2	0.171997718
671.44	0.172093969
671.68	0.172196524
671.92	0.172319778
672.16	0.172434658
672.4	0.172525938
672.64	0.172640967
672.88	0.172761309
673.12	0.172876109
673.36	0.173006174
673.6	0.173135361
673.84	0.173294656
674.08	0.173482288
674.32	0.173643892
674.56	0.173775751
674.8	0.173910295
675.04	0.174060164
675.28	0.174196294
675.52	0.1743512
675.76	0.174489165
676	0.174618518
676.24	0.174732598
676.48	0.174842321
676.72	0.174970197
676.96	0.175118435
677.2	0.175273919
677.44	0.17542886
677.68	0.175576605
677.92	0.175724235
678.16	0.175870605
678.4	0.176040694
678.64	0.176197996
678.88	0.176373086
679.12	0.176547651
679.36	0.176692358
679.6	0.176854346
679.84	0.177021359
680.08	0.177197295
680.32	0.17737662
680.56	0.177564077
680.8	0.177724351
681.04	0.177876633
681.28	0.178043338
681.52	0.178210767
681.76	0.178387327
682	0.178573752
682.24	0.178733353
682.48	0.178894335
682.72	0.179039359
682.96	0.179187222
683.2	0.179339686
683.44	0.179510805
683.68	0.179702356
683.92	0.179904868
684.16	0.180104371
684.4	0.180280316
684.64	0.180472442
684.88	0.18070513
685.12	0.180949485
685.36	0.181224051
685.6	0.181523061
685.84	0.181816366
686.08	0.182090053
686.32	0.182347451
686.56	0.182613779
686.8	0.182890048
687.04	0.183182035
687.28	0.183480687
687.52	0.18376821
687.76	0.184020151
688	0.184286872
688.24	0.18455713
688.48	0.184848376
688.72	0.185153992
688.96	0.185475688
689.2	0.185770462
689.44	0.186067194
689.68	0.186387534
689.92	0.186704631
690.16	0.187012399
690.4	0.187360601
690.64	0.187688531
690.88	0.188008225
691.12	0.188324572
691.36	0.188655952
691.6	0.188995472
691.84	0.189362402
692.08	0.189743709
692.32	0.190117877
692.56	0.19049219
692.8	0.190833884
693.04	0.191177145
693.28	0.191531393
693.52	0.191883554
693.76	0.192247821
694	0.192613144
694.24	0.192966569
694.48	0.193319844
694.72	0.19367666
694.96	0.19404838
695.2	0.194418444
695.44	0.194815368
695.68	0.195202856
695.92	0.195588482
696.16	0.195983375
696.4	0.196339559
696.64	0.196682557
696.88	0.197036725
697.12	0.197419583
697.36	0.197787675
697.6	0.198143374
697.84	0.19849177
698.08	0.198846455
698.32	0.199210822
698.56	0.199569204
698.8	0.199914992
699.04	0.20029038
699.28	0.200697069
699.52	0.201104349
699.76	0.201468441
700	0.201832822
700.24	0.202222731
700.48	0.20263296
700.72	0.203039492
700.96	0.20343723
701.2	0.203843568
701.44	0.204252464
701.68	0.20463009
701.92	0.204965377
702.16	0.205311745
702.4	0.205684952
702.64	0.20606341
702.88	0.206431874
703.12	0.206802381
703.36	0.207171097
703.6	0.207533173
703.84	0.207891406
704.08	0.208268546
704.32	0.208665864
704.56	0.20907774
704.8	0.209476943
705.04	0.209877195
705.28	0.210257712
705.52	0.210597016
705.76	0.210943296
706	0.211293371
706.24	0.211669876
706.48	0.212038719
706.72	0.212388666
706.96	0.212723918
707.2	0.213066924
707.44	0.213418653
707.68	0.213760273
707.92	0.214116254
708.16	0.21450129
708.4	0.21486559
708.64	0.215215861
708.88	0.215541174
709.12	0.215881034
709.36	0.216226138
709.6	0.21658647
709.84	0.216932552
710.08	0.217297301
710.32	0.21766344
710.56	0.218019464
710.8	0.218329413
711.04	0.218622464
711.28	0.21892881
711.52	0.219253764
711.76	0.21955977
712	0.219847117
712.24	0.220123129
712.48	0.220411753
712.72	0.22067812
712.96	0.220945388
713.2	0.22122683
713.44	0.221549433
713.68	0.221861419
713.92	0.222126403
714.16	0.222352948
714.4	0.222601639
714.64	0.2228553
714.88	0.223077315
715.12	0.223254764
715.36	0.223412319
715.6	0.223551345
715.84	0.223680081
716.08	0.223770482
716.32	0.223839445
716.56	0.223923684
716.8	0.223998316
717.04	0.224018488
717.28	0.224013576
717.52	0.224000146
717.76	0.223969247
718	0.223901756
718.24	0.22380921
718.48	0.223685832
718.72	0.22353747
718.96	0.223389396
719.2	0.223242653
719.44	0.223069322
719.68	0.222889684
719.92	0.222706019
720.16	0.2225479
720.4	0.222395075
720.64	0.222238958
720.88	0.222085588
721.12	0.221957155
721.36	0.221878619
721.6	0.221847441
721.84	0.221850879
722.08	0.221904833
722.32	0.222001473
722.56	0.222153316
722.8	0.222310257
723.04	0.222507701
723.28	0.222778525
723.52	0.223089443
723.76	0.223385007
724	0.22372859
724.24	0.224081647
724.48	0.224414483
724.72	0.22477769
724.96	0.225119808
725.2	0.225455467
725.44	0.225846277
725.68	0.226253355
725.92	0.22664005
726.16	0.227047069
726.4	0.227510265
726.64	0.22797677
726.88	0.228465374
727.12	0.228994593
727.36	0.229547562
727.6	0.230138301
727.84	0.230728945
728.08	0.231298468
728.32	0.231877114
728.56	0.232445524
728.8	0.232986574
729.04	0.23352859
729.28	0.234083696
729.52	0.234625024
729.76	0.235159158
730	0.235690863
730.24	0.236239568
730.48	0.236771807
730.72	0.237281214
730.96	0.237790142
731.2	0.238319532
731.44	0.238873517
731.68	0.239424485
731.92	0.239934679
732.16	0.240422079
732.4	0.24088897
732.64	0.241349156
732.88	0.24179784
733.12	0.242277654
733.36	0.242799382
733.6	0.243328145
733.84	0.243854469
734.08	0.24435319
734.32	0.244806024
734.56	0.245284242
734.8	0.245789957
735.04	0.246302401
735.28	0.246777135
735.52	0.247237286
735.76	0.247687151
736	0.248115965
736.24	0.248522605
736.48	0.248901736
736.72	0.249294933
736.96	0.249743331
737.2	0.250164399
737.44	0.250557133
737.68	0.250964227
737.92	0.251375972
738.16	0.25177795
738.4	0.252180313
738.64	0.252596677
738.88	0.252990668
739.12	0.253402409
739.36	0.253819816
739.6	0.254219432
739.84	0.254601404
740.08	0.254988419
740.32	0.255344663
740.56	0.255724367
740.8	0.256119525
741.04	0.256489909
741.28	0.256845508
741.52	0.257231012
741.76	0.257595079
742	0.257949296
742.24	0.258291049
742.48	0.258624188
742.72	0.25897092
742.96	0.259339494
743.2	0.259663639
743.44	0.259965877
743.68	0.260300304
743.92	0.260618705
744.16	0.260932533
744.4	0.261275505
744.64	0.261608188
744.88	0.261921944
745.12	0.262227265
745.36	0.262486245
745.6	0.26275025
745.84	0.263083102
746.08	0.263437257
746.32	0.2637529
746.56	0.264079093
746.8	0.264418358
747.04	0.264743266
747.28	0.265062411
747.52	0.26533888
747.76	0.265617654
748	0.265965831
748.24	0.266286167
748.48	0.266569934
748.72	0.266827655
748.96	0.267090913
749.2	0.267363253
749.44	0.267602242
749.68	0.267832248
749.92	0.268064198
750.16	0.268352494
750.4	0.268655032
750.64	0.268928691
750.88	0.269213971
751.12	0.269479713
751.36	0.269763174
751.6	0.270060444
751.84	0.270335203
752.08	0.2706169
752.32	0.27089281
752.56	0.271173374
752.8	0.27144471
753.04	0.271709108
753.28	0.271964958
753.52	0.272193119
753.76	0.272420766
754	0.2726926
754.24	0.272958257
754.48	0.273220716
754.72	0.273447003
754.96	0.273671466
755.2	0.273891465
755.44	0.27413158
755.68	0.274383802
755.92	0.274634674
756.16	0.274907167
756.4	0.275172694
756.64	0.275370889
756.88	0.275562997
757.12	0.275768418
757.36	0.276009049
757.6	0.276251263
757.84	0.276512999
758.08	0.276804045
758.32	0.277116163
758.56	0.277529693
758.8	0.277979265
759.04	0.278482399
759.28	0.278944191
759.52	0.279424868
759.76	0.279844261
760	0.280185527
760.24	0.280438491
760.48	0.280614881
760.72	0.280777577
760.96	0.28097141
761.2	0.281098621
761.44	0.281185585
761.68	0.281229593
761.92	0.281307591
762.16	0.281308278
762.4	0.281354968
762.64	0.281509022
762.88	0.28177875
763.12	0.282069022
763.36	0.282322844
763.6	0.282561414
763.84	0.28273426
764.08	0.282905785
764.32	0.283055125
764.56	0.283236273
764.8	0.283504334
765.04	0.283795229
765.28	0.284053667
765.52	0.284233403
765.76	0.284442785
766	0.284659076
766.24	0.284800605
766.48	0.284991438
766.72	0.285230682
766.96	0.28548464
767.2	0.285706257
767.44	0.285886159
767.68	0.286043495
767.92	0.286232724
768.16	0.286484025
768.4	0.286747594
768.64	0.286996951
768.88	0.287231651
769.12	0.287496427
769.36	0.287687415
769.6	0.287896013
769.84	0.28812923
770.08	0.28839544
770.32	0.28866169
770.56	0.288900475
770.8	0.289101511
771.04	0.289348433
771.28	0.289638727
771.52	0.289971064
771.76	0.290206625
772	0.290455394
772.24	0.290692871
772.48	0.290920406
772.72	0.291140499
772.96	0.291367384
773.2	0.29156165
773.44	0.291764696
773.68	0.291938656
773.92	0.292056821
774.16	0.292153391
774.4	0.292332508
774.64	0.292541373
774.88	0.292737337
775.12	0.292965754
775.36	0.293135835
775.6	0.293337871
775.84	0.293566964
776.08	0.29381567
776.32	0.294012264
776.56	0.294234719
776.8	0.294501663
777.04	0.294731721
777.28	0.29495183
777.52	0.295200418
777.76	0.295417397
778	0.295664772
778.24	0.295759175
778.48	0.295858424
778.72	0.296103439
778.96	0.296371973
779.2	0.296640183
779.44	0.296914318
779.68	0.297172593
779.92	0.29746606
780.16	0.297726627
780.4	0.297934704
780.64	0.298161415
780.88	0.298246461
781.12	0.298330913
781.36	0.29854068
781.6	0.298737065
781.84	0.29896051
782.08	0.299168909
782.32	0.299392158
782.56	0.299533884
782.8	0.299684886
783.04	0.299946555
783.28	0.300195514
783.52	0.300390852
783.76	0.300566495
784	0.300726839
784.24	0.30093913
784.48	0.301142108
784.72	0.301326723
784.96	0.301466326
785.2	0.301664812
785.44	0.301911278
785.68	0.302108228
785.92	0.302234288
786.16	0.302469069
786.4	0.302728554
786.64	0.302982196
786.88	0.303191961
787.12	0.303344993
787.36	0.303567443
787.6	0.303825802
787.84	0.304069712
788.08	0.304268903
788.32	0.304433111
788.56	0.304717804
788.8	0.30496555
789.04	0.30518049
789.28	0.305401173
789.52	0.305636428
789.76	0.305894183
790	0.30612222
790.24	0.306386869
790.48	0.306642087
790.72	0.306876263
790.96	0.307075272
791.2	0.3072422
791.44	0.307424888
791.68	0.307622599
791.92	0.307840773
792.16	0.308048378
792.4	0.308255059
792.64	0.30844723
792.88	0.308572776
793.12	0.308791808
793.36	0.309051973
793.6	0.309348881
793.84	0.309621253
794.08	0.309855722
794.32	0.310089505
794.56	0.310306775
794.8	0.310549573
795.04	0.310802881
795.28	0.311042413
795.52	0.311332281
795.76	0.311547558
796	0.311725907
796.24	0.311913591
796.48	0.312087245
796.72	0.312229479
796.96	0.31238624
797.2	0.312566803
797.44	0.312717228
797.68	0.312900851
797.92	0.313081234
798.16	0.313224613
798.4	0.313356678
798.64	0.313535845
798.88	0.313710478
799.12	0.313915495
799.36	0.314165126
799.6	0.314396659
799.84	0.314598914
800.08	0.314825173
800.32	0.314977633
800.56	0.315133744
800.8	0.315346991
801.04	0.315567089
801.28	0.315750209
801.52	0.315961769
801.76	0.316173725
802	0.316342322
802.24	0.316559179
802.48	0.316811594
802.72	0.317082407
802.96	0.317367586
803.2	0.317634879
803.44	0.317921341
803.68	0.318185266
803.92	0.318433569
804.16	0.318639716
804.4	0.318848228
804.64	0.319079361
804.88	0.319243141
805.12	0.319359809
805.36	0.31944526
805.6	0.319581632
805.84	0.319772516
806.08	0.319944885
806.32	0.320127745
806.56	0.320291734
806.8	0.320503501
807.04	0.320744097
807.28	0.320962871
807.52	0.321200138
807.76	0.321471431
808	0.321756594
808.24	0.322061779
808.48	0.322279236
808.72	0.322415749
808.96	0.322572622
809.2	0.322773572
809.44	0.322941106
809.68	0.323035511
809.92	0.323126328
810.16	0.323321665
810.4	0.323552444
810.64	0.323758431
810.88	0.323855315
811.12	0.323970961
811.36	0.324127665
811.6	0.324324399
811.84	0.324475723
812.08	0.32461675
812.32	0.324825292
812.56	0.325062829
812.8	0.325185162
813.04	0.325259882
813.28	0.325362001
813.52	0.325514364
813.76	0.325708304
814	0.325943351
814.24	0.326124074
814.48	0.326303797
814.72	0.326454444
814.96	0.326588212
815.2	0.326762482
815.44	0.326930253
815.68	0.327110556
815.92	0.327317367
816.16	0.327448956
816.4	0.327626201
816.64	0.327772424
816.88	0.327902382
817.12	0.328069016
817.36	0.328280649
817.6	0.328459103
817.84	0.32861487
818.08	0.328852499
818.32	0.329135278
818.56	0.329368217
818.8	0.329653155
819.04	0.329883297
819.28	0.330129972
819.52	0.330385382
819.76	0.330592906
820	0.330774314
820.24	0.330990803
820.48	0.331248948
820.72	0.331494547
820.96	0.331601385
821.2	0.331680381
821.44	0.331793186
821.68	0.33193936
821.92	0.332045508
822.16	0.332173012
822.4	0.332283994
822.64	0.332429382
822.88	0.332687615
823.12	0.332912371
823.36	0.333073989
823.6	0.33336283
823.84	0.333672943
824.08	0.333903735
824.32	0.334070379
824.56	0.334286706
824.8	0.334537767
825.04	0.334898591
825.28	0.335248927
825.52	0.335444405
825.76	0.335611957
826	0.335751967
826.24	0.335755864
826.48	0.335791269
826.72	0.335965035
826.96	0.336186262
827.2	0.336409288
827.44	0.336615657
827.68	0.336790436
827.92	0.337027404
828.16	0.337259331
828.4	0.337466495
828.64	0.337728857
828.88	0.338016687
829.12	0.338332472
829.36	0.338601951
829.6	0.338843972
829.84	0.339103
830.08	0.339292864
830.32	0.339506096
830.56	0.339677088
830.8	0.339865756
831.04	0.340099279
831.28	0.340339354
831.52	0.340561302
831.76	0.340702156
832	0.340845981
832.24	0.341020822
832.48	0.341151811
832.72	0.341339703
832.96	0.341525722
833.2	0.341686032
833.44	0.341824065
833.68	0.341980316
833.92	0.342208534
834.16	0.342557837
834.4	0.342916263
834.64	0.343245076
834.88	0.343533494
835.12	0.34379179
835.36	0.343982788
835.6	0.344159424
835.84	0.344349288
836.08	0.344681767
836.32	0.345008006
836.56	0.345257625
836.8	0.34543804
837.04	0.345654578
837.28	0.345923013
837.52	0.346118017
837.76	0.346338905
838	0.346640932
838.24	0.346917375
838.48	0.347155054
838.72	0.347297471
838.96	0.347467313
839.2	0.347624145
839.44	0.347748065
839.68	0.347858481
839.92	0.347964577
840.16	0.34817122
840.4	0.348370745
840.64	0.348537786
840.88	0.348672078
841.12	0.348859673
841.36	0.349049726
841.6	0.349197861
841.84	0.349353741
842.08	0.349606959
842.32	0.349807112
842.56	0.349945048
842.8	0.350084132
843.04	0.350316547
843.28	0.350593172
843.52	0.350851619
