Wl; WR; S; Ref; Info
196.00000;7.0232330e-012;1.6833931e-011;2.3968919;2.0000000
196.24000;7.7638248e-012;1.8436527e-011;2.3746707;1.0000000
196.48000;-2.8638070e-012;1.6678646e-011;-5.8239420;1.0000000
196.72000;-1.1667111e-012;1.0247172e-011;-8.7829555;1536.0000
196.96000;-2.7741781e-012;6.4301970e-012;-2.3178746;400.00000
197.20000;-6.7392254e-013;1.4471667e-012;-2.1473784;10.000000
197.44000;1.5956449e-012;2.1708261e-012;1.3604694;0.00000000
197.68000;-1.2017746e-012;-4.1699002e-012;3.4697856;0.00000000
197.92000;-8.0648002e-012;-1.3175805e-011;1.6337422;0.00000000
198.16000;-6.6416833e-012;-2.4742940e-012;0.37254019;0.00000000
198.40000;1.5601670e-011;1.7045433e-011;1.0925390;0.00000000
198.64000;1.1799252e-011;8.0226034e-012;0.67992472;0.00000000
198.88000;-8.5020540e-013;-2.1215339e-012;2.4953193;0.00000000
199.12000;-4.8519436e-012;-1.4478836e-011;2.9841312;0.00000000
199.36000;4.2646643e-012;3.4833891e-012;0.81680265;0.00000000
199.60000;8.5022564e-012;1.0754056e-011;1.2648473;0.00000000
199.84000;1.1567926e-011;1.3672954e-011;1.1819710;0.00000000
200.08000;1.1694354e-011;1.4775638e-011;1.2634847;0.00000000
200.32000;1.8160424e-012;-2.4580505e-012;-1.3535204;0.00000000
200.56000;9.2088098e-013;-1.8159626e-011;-19.719840;0.00000000
200.80000;2.8788834e-011;1.2558502e-011;0.43622822;0.00000000
201.04000;2.7911545e-011;2.3134316e-011;0.82884399;0.00000000
201.28000;1.8862034e-011;2.2124409e-011;1.1729599;0.00000000
201.52000;1.6089854e-011;1.4447517e-011;0.89792715;0.00000000
201.76000;1.6494690e-011;1.0181378e-011;0.61725188;0.00000000
202.00000;2.1892359e-011;1.5574644e-011;0.71141917;0.00000000
202.24000;1.9899888e-011;1.7549951e-011;0.88191206;0.00000000
202.48000;3.3454682e-012;7.7866999e-012;2.3275366;0.00000000
202.72000;-2.1590193e-012;7.5960233e-012;-3.5182749;0.00000000
202.96000;8.4670692e-012;1.3191156e-011;1.5579365;0.00000000
203.20000;1.2222028e-011;1.0442897e-011;0.85443249;0.00000000
203.44000;3.0174822e-011;2.2201818e-011;0.73577294;0.00000000
203.68000;3.4798101e-011;2.4326500e-011;0.69907550;0.00000000
203.92000;2.5119425e-011;2.2205214e-011;0.88398579;0.00000000
204.16000;1.9838920e-011;1.7021259e-011;0.85797310;0.00000000
204.40000;2.7501341e-011;1.8158036e-011;0.66026001;0.00000000
204.64000;3.5541458e-011;2.3818700e-011;0.67016666;0.00000000
204.88000;2.7714853e-011;1.2604460e-011;0.45479079;0.00000000
205.12000;1.6117159e-011;7.0764192e-012;0.43906120;0.00000000
205.36000;2.1542287e-011;1.2403500e-011;0.57577450;0.00000000
205.60000;3.7165605e-011;2.5857133e-011;0.69572748;0.00000000
205.84000;2.5951887e-011;1.9392146e-011;0.74723456;0.00000000
206.08000;2.0383398e-011;1.7367003e-011;0.85201707;0.00000000
206.32000;2.5556032e-011;1.9276004e-011;0.75426435;0.00000000
206.56000;2.3401798e-011;1.7088566e-011;0.73022449;0.00000000
206.80000;1.3624670e-011;1.4636260e-011;1.0742469;0.00000000
207.04000;1.7186466e-011;1.9935927e-011;1.1599783;0.00000000
207.28000;1.3851933e-011;1.7117870e-011;1.2357748;0.00000000
207.52000;1.6872014e-011;2.4290418e-011;1.4396870;0.00000000
207.76000;1.2343264e-011;1.3793836e-011;1.1175193;0.00000000
208.00000;1.5664731e-011;8.1717741e-013;0.052166704;0.00000000
208.24000;8.9385239e-012;-6.7383553e-012;-0.75385549;0.00000000
208.48000;9.7138499e-012;-1.1049994e-011;-1.1375505;0.00000000
208.72000;2.1150542e-011;-3.6729588e-012;-0.17365790;0.00000000
208.96000;#N/D;#N/D;#N/D;0.00000000
209.20000;#N/D;#N/D;#N/D;0.00000000
209.44000;3.7572891e-011;2.5048800e-011;0.66667215;0.00000000
209.68000;2.9866723e-011;1.8407312e-011;0.61631508;0.00000000
209.92000;8.5301261e-012;1.1099479e-011;1.3012092;0.00000000
210.16000;1.5243041e-011;1.6484663e-011;1.0814550;0.00000000
210.40000;2.7939958e-011;1.1123249e-011;0.39811261;0.00000000
210.64000;2.6489835e-011;8.0486635e-012;0.30383970;0.00000000
210.88000;1.5731464e-011;1.3473544e-011;0.85647109;0.00000000
211.12000;8.1725004e-012;1.5941110e-011;1.9505792;0.00000000
211.36000;1.1501616e-011;9.4319769e-012;0.82005668;0.00000000
211.60000;3.1576500e-011;1.5700811e-011;0.49723090;0.00000000
211.84000;4.6614373e-011;3.5963985e-011;0.77152137;0.00000000
212.08000;4.2472101e-011;1.8769056e-011;0.44191493;0.00000000
212.32000;3.4024009e-011;1.8679807e-011;0.54901840;0.00000000
212.56000;3.7830022e-011;2.7471101e-011;0.72617196;0.00000000
212.80000;3.1952076e-011;2.8917143e-011;0.90501609;0.00000000
213.04000;2.3200573e-011;2.4473241e-011;1.0548550;0.00000000
213.28000;1.9807569e-011;1.5117696e-011;0.76322826;0.00000000
213.52000;2.0082982e-011;4.0740822e-012;0.20286242;0.00000000
213.76000;2.7104872e-011;8.9971394e-012;0.33193809;0.00000000
214.00000;2.3996322e-011;1.9976645e-011;0.83248778;0.00000000
