wl(nm),dif/tot veg smoothed
2010,0.028767783
2011,0.028776162
2012,0.028875225
2013,0.02909101
2014,0.02918362
2015,0.029201193
2016,0.029411269
2017,0.029623091
2018,0.029995977
2019,0.03029853
2020,0.030446588
2021,0.030531471
2022,0.030838679
2023,0.031052964
2024,0.031422624
2025,0.03177896
2026,0.031976928
2027,0.032301751
2028,0.032489593
2029,0.032836166
2030,0.033173414
2031,0.033394231
2032,0.033642403
2033,0.033853487
2034,0.033990303
2035,0.034141893
2036,0.034284312
2037,0.034411433
2038,0.034426265
2039,0.034418889
2040,0.034463796
2041,0.034456927
2042,0.034370662
2043,0.034209868
2044,0.034181859
2045,0.033957624
2046,0.033756755
2047,0.033695018
2048,0.033603544
2049,0.033350192
2050,0.033152472
2051,0.033099786
2052,0.033111684
2053,0.032937844
2054,0.032794331
2055,0.032789095
2056,0.032821438
2057,0.032755534
2058,0.032720375
2059,0.032625245
2060,0.032618954
2061,0.032661688
2062,0.032691795
2063,0.032709845
2064,0.032904459
2065,0.032871652
2066,0.033010467
2067,0.033109784
2068,0.033064444
2069,0.033024024
2070,0.033239847
2071,0.033430283
2072,0.033425908
2073,0.033515716
2074,0.033630045
2075,0.033750343
2076,0.033701949
2077,0.033735584
2078,0.033836145
2079,0.033875252
2080,0.033962238
2081,0.033962829
2082,0.034040531
2083,0.034148716
2084,0.034235834
2085,0.034153988
2086,0.034204574
2087,0.034310928
2088,0.034382067
2089,0.034468218
2090,0.034499706
2091,0.034468778
2092,0.034477305
2093,0.03441198
2094,0.034456622
2095,0.034504228
2096,0.034485167
2097,0.034550451
2098,0.034571453
2099,0.034575943
2100,0.034573508
2101,0.034554172
2102,0.034608707
2103,0.034494635
2104,0.03447507
2105,0.034464392
2106,0.034535743
2107,0.034530687
2108,0.034536671
2109,0.034528239
2110,0.034469588
2111,0.034452084
2112,0.034464824
2113,0.034446055
2114,0.034515959
2115,0.034502344
2116,0.03444135
2117,0.034456425
2118,0.034451816
2119,0.034371266
2120,0.034356517
2121,0.034337803
2122,0.034356836
2123,0.03434678
2124,0.034443102
2125,0.034439412
2126,0.034428165
2127,0.03436916
2128,0.034363688
2129,0.034344074
2130,0.03432886
2131,0.034349786
2132,0.034408492
2133,0.034392772
2134,0.03437176
2135,0.034356114
2136,0.034342107
2137,0.034365496
2138,0.034344295
2139,0.034299981
2140,0.034348994
2141,0.034293144
2142,0.034253739
2143,0.034159901
2144,0.034052947
2145,0.03400123
2146,0.033971604
2147,0.033942008
2148,0.033978942
2149,0.033927886
2150,0.033825444
2151,0.033769686
2152,0.033726267
2153,0.033706342
2154,0.033653929
2155,0.033608075
2156,0.033580262
2157,0.033551339
2158,0.033526621
2159,0.033512152
2160,0.033437245
2161,0.03340561
2162,0.03342483
2163,0.033423068
2164,0.033448933
2165,0.033441212
2166,0.033434189
2167,0.033366038
2168,0.033359474
2169,0.033336117
2170,0.033260862
2171,0.033320956
2172,0.033336934
2173,0.033342756
2174,0.033249238
2175,0.033257085
2176,0.033057269
2177,0.033036361
2178,0.032973786
2179,0.032870244
2180,0.03284776
2181,0.032902091
2182,0.032880365
2183,0.0328595
2184,0.032840719
2185,0.032837216
2186,0.032794143
2187,0.032776623
2188,0.032763481
2189,0.032641474
2190,0.032588657
2191,0.032587605
2192,0.032537591
2193,0.032496911
2194,0.032457078
2195,0.03242729
2196,0.032252815
2197,0.032438404
2198,0.032408839
2199,0.032435689
2200,0.032512104
2201,0.032485909
2202,0.032464859
2203,0.032461836
2204,0.032438743
2205,0.03241449
2206,0.032344527
2207,0.0323062
2208,0.032293566
2209,0.03230801
2210,0.032382988
2211,0.032384849
2212,0.032423146
2213,0.03242783
2214,0.032415608
2215,0.032406471
2216,0.032411188
2217,0.032544525
2218,0.032500562
2219,0.032491064
2220,0.032471548
2221,0.032452608
2222,0.032435181
2223,0.032394459
2224,0.032368784
2225,0.032340277
2226,0.032318589
2227,0.032307454
2228,0.03239906
2229,0.032366304
2230,0.032359033
2231,0.032318427
2232,0.032306527
2233,0.032288421
2234,0.032264366
2235,0.032211334
2236,0.032196807
2237,0.03221336
2238,0.032142382
2239,0.032133004
2240,0.032107767
2241,0.03207518
2242,0.03203247
2243,0.031993202
2244,0.031976548
2245,0.031924453
2246,0.031894793
2247,0.031852315
2248,0.031834665
2249,0.031787722
2250,0.031778899
2251,0.031739211
2252,0.031690342
2253,0.03161123
2254,0.03158488
2255,0.031536841
2256,0.031519208
2257,0.031486591
2258,0.031470154
2259,0.031454086
2260,0.031375859
2261,0.031333878
2262,0.031305764
2263,0.031257743
2264,0.031235319
2265,0.031206061
2266,0.031175419
2267,0.031101374
2268,0.031076225
2269,0.031085635
2270,0.031076147
2271,0.031046525
2272,0.030974765
2273,0.030980185
2274,0.030932193
2275,0.030859205
2276,0.030831842
2277,0.030842483
2278,0.030803227
2279,0.03076667
2280,0.03076489
2281,0.030733961
2282,0.030698357
2283,0.030617908
2284,0.030619386
2285,0.030578342
2286,0.030492964
2287,0.030424639
2288,0.030435936
2289,0.030393029
2290,0.030335789
2291,0.030289846
2292,0.030225601
2293,0.030233079
2294,0.030201888
2295,0.03021476
2296,0.030206802
2297,0.0301858
2298,0.030119285
2299,0.03009255
2300,0.030064983
2301,0.03003207
2302,0.030068254
2303,0.030038235
2304,0.030080807
2305,0.030068041
2306,0.030041754
2307,0.030038653
2308,0.02997082
2309,0.029875539
2310,0.029854616
2311,0.029826361
2312,0.029813025
2313,0.029663582
2314,0.029498018
2315,0.029426094
2316,0.029429554
2317,0.029424123
2318,0.029410436
2319,0.02936022
2320,0.029338208
2321,0.029319734
2322,0.02925081
2323,0.029194468
2324,0.029186488
2325,0.02913513
2326,0.029051034
2327,0.029027902
2328,0.029037925
2329,0.029096022
2330,0.029106447
2331,0.028967998
2332,0.028912942
2333,0.028701457
2334,0.028816812
2335,0.02892998
2336,0.028833778
2337,0.028781528
2338,0.028704664
2339,0.028629084
2340,0.028640781
2341,0.028530095
2342,0.028416993
2343,0.02809249
2344,0.028015126
2345,0.027973359
2346,0.02794205
2347,0.02791122
2348,0.027789379
2349,0.027734277
2350,0.027652826
2351,0.02766514
2352,0.027773157
2353,0.027761188
2354,0.027900372
2355,0.027688577
2356,0.027673105
2357,0.027757419
2358,0.027689524
2359,0.027672938
2360,0.027488798
2361,0.027422962
2362,0.027216269
2363,0.02716643
2364,0.027418614
2365,0.027443424
2366,0.02741595
2367,0.027352647
2368,0.027296693
2369,0.027089886
2370,0.02703273
2371,0.026979572
2372,0.0268301
2373,0.026767149
2374,0.026607331
2375,0.026328242
2376,0.02646161
2377,0.026152504
2378,0.026097241
2379,0.025910254
2380,0.025886363
2381,0.026030219
2382,0.02593887
2383,0.026006073
2384,0.026051441
2385,0.026065321
2386,0.026005021
2387,0.02593884
2388,0.025649968
2389,0.025635767
2390,0.025864908
2391,0.025827938
2392,0.025883082
2393,0.025944013
2394,0.025930918
2395,0.02589137
2396,0.026068496
2397,0.025962127
2398,0.02601508
2399,0.025809118
2400,0.02598062
2401,0.025782686
2402,0.025754106
2403,0.025590902
2404,0.02569562
2405,0.02540578
2406,0.025304422
2407,0.024903543
2408,0.024829624
2409,0.02498357
2410,0.024556992
2411,0.024448555
2412,0.02445496
2413,0.024273446
2414,0.02425031
2415,0.024050604
2416,0.024132363
2417,0.024046851
2418,0.024060422
2419,0.024213785
2420,0.024353126
2421,0.024311262
2422,0.024462163
2423,0.024436251
2424,0.024433234
2425,0.024337997
2426,0.024001952
2427,0.02374695
2428,0.024010855
2429,0.024036502
2430,0.02410676
2431,0.024512173
2432,0.024575627
2433,0.024539766
2434,0.024520733
2435,0.024474857
2436,0.024536405
2437,0.023722121
2438,0.02359457
2439,0.023371082
2440,0.023299405
2441,0.023029536
2442,0.022703256
2443,0.022496433
2444,0.022398603
2445,0.02233508
2446,0.022233112
2447,0.02276632
2448,0.023007289
2449,0.023084775
2450,0.023061119
2451,0.023012607
2452,0.022950279
2453,0.022798311
2454,0.02214516
2455,0.022094825
2456,0.022058269
2457,0.022028704
2458,0.022796732
2459,0.022671518
2460,0.022777241
2461,0.022734865
2462,0.022866459
2463,0.022615977
2464,0.022215746
2465,0.022162903
2466,0.022242653
2467,0.02226915
2468,0.022174014
2469,0.021983941
2470,0.021797928
2471,0.021586766
2472,0.021109972
2473,0.020939529
2474,0.020751853
2475,0.020746047
2476,0.020678236
2477,0.020564895
2478,0.020277856
2479,0.020095834
2480,0.020071765
2481,0.019965427
2482,0.019684966
2483,0.019381546
2484,0.019612864
2485,0.019937836
2486,0.019727595
2487,0.019660502
2488,0.019456283
2489,0.019218978
2490,0.019260609
2491,0.019221005
2492,0.019141093
2493,0.019357343
2494,0.019251664
2495,0.019255075
2496,0.019711105
2497,0.019641556
2498,0.019447032
2499,0.019570138
2500,0.019470336
